id_project,id_task,num_totalHours
F6325G13,0086FXC,51.85365854
F6325G13,0086FXC,51.85365854
F6325G13,0086GC,1
F6325G13,0086HCC,8.5
F6325G13,0086LDC,23.95121951
F6325G13,0124BEE,2
F6325G13,0124BGE,2
F6325G13,0124BOE,2
F6325G13,0401,56.3362069
F6325G13,0401001,52.71551724
F6325G13,0401002,60.21551724
F6325G13,0414CCE,1
F6325G13,0414CPE,1
F6325G13,0420,54.11184211
F6325G13,0420001,54.625
F6325G13,0420002,47.18421053
F6325G13,0424,24.2
F6325G13,0424001,20.2
F6325G13,0445,33.95769231
F6325G13,0445,33.95769231
F6325G13,0445001,30.71538462
F6325G13,0463,7
F6325G13,0463,7
F6325G13,0910,99.5
F6325G13,0910,99.5
F6325G13,0915,146.6057692
F6325G13,0915001,105.5576923
F6325G13,0915002,96.47115385
F6325G13,0961,106
F6325G13,1104001,43.2
F6325G13,1104002,19.2
F6325G13,1105,75
F6325G13,1105001,29.4
F6325G13,A010,2.75
F6325G13,A010ADE,3.5
F6325G13,A062,16
F6325G13,A062,16
F6325G13,A210,2
F6325G13,A279,3
F6325G15,0100AA,1
F6325G15,0512,311.3365854
F6325G15,0512BEE,305.8365854
F6325G15,0512GXEA,153.7146341
F6325G15,A010PCA,6
F6325G4,0026,1
F6325G4,0234,4
F6325G4,A010,5.1
F6325G4,A010001,11.1
F6325G4,A010PC,55
F6325G4,A210,3
F6326G6,0010,14
F6326G6,0017REQ,7
F6326G6,0024,17
F6326G6,0026,1
F6326G6,0404,25
F6326G6,0797,18
F6326G6,1402,46
F6326G7,0010,7
F6326G7,0024,16
F6326G7,0404,4
F6326G7,A010PC,21
F6326G9,0100AA,1
F6326G9,A010,25.5
F6328G13,0100AA,1
F6328G13,A010,28.69565217
F6328G13,A010PC,28.69565217
F6336G7,0026,3
F6336G9,A010,18
F6337G5,0086LZC,7.5
F6337G5,0445,8
F6337G5,1127,16
F6337G5,1261,14.5
F6337G5,1261,14.5
F6337G5,1261VD,5
F6337G5,1261VDS,12
F6337G5,1261VDS,12
F6337G5,A010,145
F6337G5,A010,145
F6337G5,A010001,75.25
F6337G5,A010PC,4
F6337G5,A014,9
F6337G5,A014VD,2
F6337G5,A014VDS,1
F6337G5,A062,4
F6337G5,A108,13
F6337G5,A108,13
F6337G5,A108VDS,1
F6337G5,A210001,3.027272727
F6337G5,A210001,3.027272727
F6337G5,A210001,3.027272727
F6337G5,A210002,1.936363636
F6337G6,0010,6
F6337G6,0024,23
F6337G6,0024,23
F6337G6,0086LZC,2
F6337G6,0301,3
F6337G6,0414,0.5
F6337G6,0445,16
F6337G6,0463,4.5
F6337G6,0909,2
F6337G6,0915,2
F6337G6,1127,9.5
F6337G6,4108,8.5
F6337G6,A010,36.6
F6337G6,A010001,24.6
F6337G6,A014,7.5
F6337G6,A062,3
F6337G6,A108,7.5
F6337G6,A210,49.8
F6337G6,A210001,18.6
F6341G6,0010,2
F6341G6,0024,6
F6341G6,0100JA,0.5
F6341G7,0017CIE,4
F6341G7,0100AA,2
F6341G7,0401,17
F6341G7,0445,26
F6341G7,1022LL,9.95
F6341G7,1022VD,15.2
F6341G7,1022VDS,9.25
F6341G7,1071LL,6.363636364
F6341G7,1071VD,4.909090909
F6341G7,1071VDS,4.181818182
F6341G7,A010,22
F6341G7,A210,12
F6342G2,0010,0.5
F6342G2,A010,4
F6342G2,A210,73.5
F6342G3,0026,2
F6342G3,0086,32.28947368
F6342G3,0086,32.28947368
F6342G3,0086.6CA,24.78947368
F6342G3,0086E9C,22.05263158
F6342G3,0086FCC,22.39473684
F6342G3,0086FIC,22.05263158
F6342G3,0086LDC,26.15789474
F6342G3,0086MVC,47.36842105
F6342G3,0100AA,2.5
F6342G3,0124CCE,2
F6342G3,0124CDE,2
F6342G3,0124IGE,1
F6342G3,0301,3
F6342G3,0410,1.5
F6342G3,0414,6.25
F6342G3,0414HLE,6.5
F6342G3,0414HLE,6.5
F6342G3,0470,2
F6342G3,0811001,307
F6342G3,1105,3
F6342G3,1155,3
F6342G3,1159,4
F6342G3,1301,66
F6342G3,1301LL,4
F6342G3,4108,6
F6342G3,A010,103
F6342G3,A010,103
F6342G3,A010PC,2
F6342G3,A204,9.571428571
F6342G3,A204VDS,4.571428571
F6342G3,A210,21
F6342G3,A210,21
F6342G3,A225,2
F6342G3,A225VD,3.4
F6342G3,A225VDS,2.6
F6343G4,0010,5
F6343G4,0024,7
F6343G4,0414,1
F6343G4,A108,6
F6343G4,A108VDS,2
F6345G13,0100AA,0.3
F6345G13,1302,52.5
F6345G14,0404,7
F6345G14,1302,88
F6345G14,1303,195.7336449
F6345G14,1303LL,78.31308411
F6345G14,1305,138.0697674
F6345G14,1305LL,75.34883721
F6346G5,0026,1
F6346G5,0086,26
F6346G5,4108,2
F6346G5,A014VD,2
F6346G5,A108VD,2
F6346G6,0026,2
F6346G6,0086,26
F6348G15,A004,2
F6348G15,A010,71
F6348G15,A010PC,38
F6348G15,A210,34
F6348G16,A010,45.5
F6348G16,A010PC,1
F6348G16,A210,77
F6348G17,0010,13.5
F6348G17,0017,110.3350365
F6348G17,0017AQE,100.1277372
F6348G17,0017CCE,98.78467153
F6348G17,0017CEE,98.78467153
F6348G17,0017CIE,98.78467153
F6348G17,0017CSE,98.78467153
F6348G17,0017DKE,168.6240876
F6348G17,0017EZE,99.7919708
F6348G17,0017GQE,98.78467153
F6348G17,0017HAE,118.2591241
F6348G17,0017HLE,101.4708029
F6348G17,0017REQ,185.4124088
F6348G17,0086.3C,8.475
F6348G17,00860MCA,8.1375
F6348G17,00860RC,8.475
F6348G17,0086D1C,8.475
F6348G17,0086E5C,9.15
F6348G17,0086EAC,13.2
F6348G17,0086F2C,8.475
F6348G17,0086FCC,8.8125
F6348G17,0086LBC,8.1375
F6348G17,0086LTC,8.8125
F6348G17,0086LZC,9.15
F6348G17,0086TXC,9.15
F6348G17,0086ZRC,9.15
F6348G17,0100SSF,1.7
F6348G17,0124,16.17241379
F6348G17,0124BCE,6.862068966
F6348G17,0124BEE,6.862068966
F6348G17,0124BFE,6.862068966
F6348G17,0124BRE,6.862068966
F6348G17,0124BXE,7.896551724
F6348G17,0124CDE,7.896551724
F6348G17,0124DCE,6.862068966
F6348G17,0124KAE,6.862068966
F6348G17,0301,58
F6348G17,0331,27.67241379
F6348G17,0331CBE,11.46551724
F6348G17,0331GBE,10.77586207
F6348G17,0331GCE,12.84482759
F6348G17,0401,33
F6348G17,0404,8
F6348G17,0414,11.24137931
F6348G17,0414CDE,4.689655172
F6348G17,0414CKE,4.689655172
F6348G17,0414CPE,4.689655172
F6348G17,0414CTE,5.034482759
F6348G17,0414CZE,4.689655172
F6348G17,0414HYE,5.034482759
F6348G17,0415,14
F6348G17,0417,0.5
F6348G17,0420,1
F6348G17,0422,1
F6348G17,0442,1
F6348G17,0445,18
F6348G17,0463,19
F6348G17,0471,0.5
F6348G17,0513,29.67931034
F6348G17,0513BEE,12.64482759
F6348G17,0637,8.5
F6348G17,0637VD,5.7
F6348G17,0637VDS,5
F6348G17,0702,39.5
F6348G17,0805,32
F6348G17,0909,1
F6348G17,0915,1
F6348G17,1121,9.529411765
F6348G17,1121VD,4.588235294
F6348G17,1121VDS,4.941176471
F6348G17,1127,13.1
F6348G17,1261VD,1.9
F6348G17,1261VDS,2.3
F6348G17,4036,8
F6348G17,4108,36.5
F6348G17,557T,17.08823529
F6348G17,557TVDS,6.852941176
F6348G17,A010,366.78
F6348G17,A010001,192.9
F6348G17,A010CBM,7.4
F6348G17,A010PC,13
F6348G17,A014,34.8
F6348G17,A014001,17.65714286
F6348G17,A014VDS,1
F6348G17,A040,2
F6348G17,A040VD,4.25
F6348G17,A108,275.9613445
F6348G17,A108001,139.087395
F6348G17,A108VDS,1
F6348G17,A122,2
F6348G17,A155VDSA,2
F6348G17,A160VD,5.642857143
F6348G17,A160VDS,5.285714286
F6348G17,A210,129.5
F6348G17,A286,38
F6348G17,A287,129
F6348G18,0010,2.3
F6348G18,0017AQE,3.482758621
F6348G18,0017CCE,3.137931034
F6348G18,0017CEE,3.137931034
F6348G18,0017CIE,3.137931034
F6348G18,0017CSE,3.137931034
F6348G18,0017EZE,3.482758621
F6348G18,0017HLE,6.24137931
F6348G18,0100AA,2.3
F6348G18,0100SSF,1.9
F6348G18,0124BCE,1.565217391
F6348G18,0124BEE,1.565217391
F6348G18,0124BFE,1.565217391
F6348G18,0124BRE,1.565217391
F6348G18,0124DCE,1.565217391
F6348G18,0124FUE,1.913043478
F6348G18,0124KAE,1.565217391
F6348G18,0301,7
F6348G18,0331AQE,1.857142857
F6348G18,0331DEE,1.5
F6348G18,0331EFE,1.5
F6348G18,0331GBE,1.857142857
F6348G18,0331GCE,1.857142857
F6348G18,0401,6
F6348G18,0414,5.588235294
F6348G18,0414CDE,2.411764706
F6348G18,0414CKE,2.411764706
F6348G18,0414CPE,2.411764706
F6348G18,0414CZE,2.411764706
F6348G18,0415,3
F6348G18,0513,24.39
F6348G18,0513BEE,8.5
F6348G18,0637,5.714285714
F6348G18,0637VD,3.928571429
F6348G18,1121,2.818181818
F6348G18,1121VD,3.545454545
F6348G18,1127,2.5
F6348G18,1261VD,3.5
F6348G18,4036,1
F6348G18,4108,40.5
F6348G18,557T,4.642857143
F6348G18,557TVD,5
F6348G18,A010PC,15
F6348G18,A014,54.5
F6348G18,A108,121.212766
F6348G18,A108001,63.20425532
F6348G18,A122VD,2.5
F6348G18,A155VDA,177
F6348G18,A210,85
F6348G18,A287,33.5
F6351G6,0026,1
F6351G6,0404,31
F6351G6,0805,40
F6351G6,1301,56
F6351G7,0026,1
F6362G2,0010,8
F6362G2,0024,8
F6362G4,0124001,4
F6362G4,0124FLEA,16
F6362G4,0401,8
F6362G4,0404,0.5
F6362G4,0445,15
F6362G4,A010,61
F6362G4,A210,21
F6364G2,0100AA,2
F6364G2,0124,8.363636364
F6364G2,0124BRE,4.727272727
F6364G2,0124FLE,5.454545455
F6364G2,0414CZE,1
F6364G2,0445,14.8
F6364G2,0463,11
F6364G2,0471,41.35714286
F6364G2,0471001,31.58571429
F6364G2,0492,17
F6364G2,0559,158
F6364G2,0559001,119.4468085
F6364G2,0559002,125.5744681
F6364G2,0559VD,1
F6364G2,1105001,12.45
F6364G2,1105002,19.05
F6364G2,A010,173.1627907
F6364G2,A010ADE,67.27906977
F6364G2,A010PCA,69.97674419
F6364G2,A040,13.62352941
F6364G2,A040001,9.670588235
F6364G2,A040VD,4
F6364G2,A041,13.2173913
F6364G2,A041VD,7.652173913
F6364G2,A042001,35.91304348
F6364G2,A042002,22
F6364G2,A042VDA,3.4
F6364G2,A042VDRA,2.6
F6364G2,A122VD,2
F6364G2,A210,60.5
F6364G3,0100AA,2
F6364G3,0124,16.41176471
F6364G3,0124BRE,12.88235294
F6364G3,0124FLE,32.64705882
F6364G3,0401,22
F6364G3,0414,17.28571429
F6364G3,0414CZE,5.857142857
F6364G3,0445,3
F6364G3,0463,7
F6364G3,0471,7.228571429
F6364G3,0471001,6.657142857
F6364G3,0492,34
F6364G3,0559,155.335
F6364G3,0559001,129.58
F6364G3,0559002,136.975
F6364G3,1105002,21
F6364G3,A010,272.45
F6364G3,A010ADE,105.05
F6364G3,A010PCA,94.5875
F6364G3,A010PCB,100.6625
F6364G3,A040001,4
F6364G3,A041,29.30909091
F6364G3,A041001,16.50909091
F6364G3,A041VD,3
F6364G3,A042001,3.75
F6364G3,A042002,6.75
F6364G3,A210,63.5
F6368G12,0100AA,2
F6368G12,A010,10
F6368G12,A010PC,22
F6368G13,0026,1
F6368G13,A010,22.5
F6369G12,0100AA,3
F6369G12,0124FLE,1
F6369G12,0401,2
F6369G12,0414,5
F6369G12,0445,10
F6369G12,A010,18.1
F6369G12,A010001,8.9
F6369G12,A010ADE,4
F6369G12,A210,120.1
F6369G12,A210001,29.3
F6369G13,0017CIE,3
F6369G13,0017HAE,0.75
F6369G13,0017LAE,0.75
F6369G13,0124BCE,1.2
F6369G13,0124KAE,1.2
F6369G13,0401,8.9
F6369G13,0445,8
F6369G13,1022VD,2.625
F6369G13,1022VDS,1.125
F6369G13,1071VD,4
F6369G13,A010,139
F6369G13,A010ADE,44.22727273
F6369G13,A210,219
F6370G15,0017EZE,1.5
F6370G15,0086LZC,4
F6370G15,0100AA,2
F6370G15,0124FLEA,2
F6370G15,0445,12.66
F6370G15,0445001,8.1
F6370G15,0463,12.7
F6370G15,0463001,8.3
F6370G15,0512,141.6
F6370G15,0512001,69.6
F6370G15,0513BEE,4
F6370G15,0701001,11
F6370G15,0722,36
F6370G15,4108,36.98928571
F6370G15,4108001,27.475
F6370G15,4108002,20.99285714
F6370G15,A010,83.5690673
F6370G15,A010001,98.90035419
F6370G15,A010001,98.90035419
F6370G15,A010002,45.52325856
F6370G15,A010PC,8
F6370G15,A010PCA,7
F6370G15,A014,29.30909091
F6370G15,A014001,16.50909091
F6370G15,A108,7.542857143
F6370G15,A108001,10.97142857
F6370G15,A210,188.9442815
F6370G15,A210001,170.856305
F6370G15,A210001,170.856305
F6370G15,A210002,82.39882698
F6370G16,0100AA,0.3
F6370G16,0477,8
F6370G16,1082,8
F6370G16,A160,8
F6371G4,0086,38
F6371G4,0086NJC,2
F6371G4,0100AA,2
F6371G4,0513,123
F6371G4,0962001,74
F6371G4,0962002,72.4
F6371G4,0962VDSA,3
F6371G4,A010,42.2
F6371G4,A010001,14.2
F6371G4,A010PC,9
F6371G4,A210,7.5
F6373G5,0404,6
F6373G5,0797,22
F6373G5,A010,57
F6373G5,A010PC,21
F6373G5,A010PCA,31
F6374G2,0010001,9
F6374G2,0017REQ,2
F6374G2,0024,23.8125
F6374G2,0024,23.8125
F6374G2,0024001,11.8125
F6374G2,0086CBC,5
F6374G2,0086LTC,3.5
F6374G2,0124PSE,5
F6374G2,0401,14
F6374G2,0417,26
F6374G2,0445,8
F6374G2,0557,217
F6374G2,1121,38
F6374G2,A014VDS,11
F6374G2,A059VDS,11
F6374G2,A108VDS,5
F6374G2,A152VDS,11
F6374G5,0404,30.8
F6377G24,0017CEE,18
F6377G24,0017CIE,2
F6377G24,0017EOE,5
F6377G24,0017HLE,1
F6377G24,0086.3C,8
F6377G24,0086EYC,7
F6377G24,0086LDC,10
F6377G24,0086LZC,7
F6377G24,0086MVCA,5
F6377G24,0086TXC,8
F6377G24,0124,5
F6377G24,0124BFE,5
F6377G24,0124BME,10
F6377G24,0124FAE,1
F6377G24,0124FUE,2
F6377G24,0219001,60.76097561
F6377G24,0219002,109.9317073
F6377G24,0301,6.7
F6377G24,0301001,7.1
F6377G24,0313,4.5
F6377G24,0314,4.5
F6377G24,0401,30.94
F6377G24,0401001,13.1
F6377G24,0414,1.5
F6377G24,0414CDE,4
F6377G24,0414CGE,1
F6377G24,0414CKE,5
F6377G24,0414CTE,2
F6377G24,0414HYE,2
F6377G24,0415,22.5
F6377G24,0417,25.95625
F6377G24,0417001,15.78125
F6377G24,0422,23
F6377G24,0432,17
F6377G24,0445,23
F6377G24,0445001,23.8
F6377G24,0463,14.4
F6377G24,0463001,24
F6377G24,0492,4
F6377G24,0512001,6.5
F6377G24,0512001,6.5
F6377G24,0559,4
F6377G24,0637,59.44347826
F6377G24,0637001,43.86086957
F6377G24,0637VD,2
F6377G24,0637VDS,9
F6377G24,0726,13
F6377G24,0909,48
F6377G24,1022,22.5
F6377G24,1022VDS,8.5
F6377G24,1105,82.4
F6377G24,1105001,35.2
F6377G24,1118001,72.62307692
F6377G24,1118002,38.00769231
F6377G24,1127,29.30357143
F6377G24,1127001,41.625
F6377G24,1127002,29.03571429
F6377G24,1159001,18
F6377G24,1261,35.2625
F6377G24,1261001,41.3
F6377G24,1261002,28.8125
F6377G24,1261VD,8
F6377G24,1261VDS,6
F6377G24,4036,2
F6377G24,4108,1.44
F6377G24,4108001,1.44
F6377G24,557T,165
F6377G24,557TVD,5
F6377G24,557TVDS,4
F6377G24,A010,10.51764706
F6377G24,A010001,6.564705882
F6377G24,A010CBM,22
F6377G24,A014,3.3
F6377G24,A014002,4.5
F6377G24,A014VDS,4
F6377G24,A014VDS,4
F6377G24,A041,25
F6377G24,A041VDS,2
F6377G24,A062,9.5
F6377G24,A108VDS,3
F6377G24,A122,11
F6377G24,A122VD,2
F6377G24,A122VDS,2
F6377G24,A148VDS,3
F6377G24,A184,79.3
F6377G24,A184001,50.9
F6377G24,A210,11.5
F6377G24,A210001,7.785714286
F6381G8,0026,1
F6399G3,0404001,9
F6399G3,0797,91
F6399G3,0805001,21
F6399G3,A010,38
F6399G3,A010PC,49
F6399G3,A210001,2
F6399G4,0100AA,1.5
F6399G4,0414CDE,3
F6399G4,0422,15
F6399G4,0911,1
F6399G5,0404,49
F6399G5,1302,9
F6402G3,0086001,24
F6402G3,0086FUCA,5
F6402G3,0100AA,2
F6402G3,0100SSF,2
F6402G3,0124DIE,7.25
F6402G3,0124GQE,2.75
F6402G3,0404,0.5
F6402G3,0417,8
F6402G3,0637VDRA,1
F6402G3,0702,63
F6402G3,0805,32.5
F6402G3,0811,131.1320482
F6402G3,0811001,97.72096386
F6402G3,0907,4
F6402G3,0909,8
F6402G3,1022001,6
F6402G3,1301001,28
F6402G3,1502,35.24680851
F6402G3,1502001,58.94042553
F6402G3,A014VDS,0.5
F6402G3,A108VDS,0.5
F6402G4,0086,10.5
F6402G4,0086,10.5
F6402G4,0086W3C,21
F6402G4,0086W3C,21
F6402G4,0086ZEC,3
F6402G4,0100TCC,11
F6402G4,0124,5
F6402G4,0203,20.5
F6402G4,0417,9
F6402G4,0445,6.8
F6402G4,0445001,10
F6402G4,0548,8.5
F6402G4,0548VD,0.5
F6402G4,0548VDS,3.5
F6402G4,0637VDS,1
F6402G4,0702,1
F6402G4,0706,113.5
F6402G4,0811,93.5
F6402G4,0909,0.5
F6402G4,4108001,7.5
F6402G4,969M001,15
F6402G4,A010,5.581818182
F6402G4,A010001,5.872727273
F6402G4,A010PC,24
F6402G4,A014,26.5
F6402G4,A014VD,11.5
F6402G4,A014VD,11.5
F6402G4,A014VDS,1
F6402G4,A108,6
F6402G4,A108VDS,1
F6402G4,A210,529
F6402G4,A210,529
F6402G5,0010,20.5
F6402G5,0017JQE,1
F6402G5,0017REQ,1.5
F6402G5,0086,7.5
F6402G5,0086,7.5
F6402G5,0086W3C,11
F6402G5,0086W3C,11
F6402G5,0086ZEC,28
F6402G5,0086ZEC,28
F6402G5,0100TCC,11
F6402G5,0124,4
F6402G5,0203,78.5
F6402G5,0417,1
F6402G5,0445,8
F6402G5,0548,6.5
F6402G5,0548VD,0.5
F6402G5,0702,1
F6402G5,0811,94.5
F6402G5,0909,0.5
F6402G5,A010,29.95714286
F6402G5,A010001,17.1
F6402G5,A010PC,8
F6402G5,A014,12
F6402G5,A014VD,11
F6402G5,A014VD,11
F6402G5,A108,1.5
F6402G5,A155,0.4
F6402G5,A210,179
F6402G5,A210,179
F6402G6,0100AA,1.5
F6402G7,0017CDEA,9.5
F6402G7,0026,2
F6402G7,0086,6.5
F6402G7,0086HCC,1.5
F6402G7,0124,3
F6402G7,0124BQE,2
F6402G7,0424,9.035294118
F6402G7,0424001,15.81176471
F6402G7,0462,11
F6402G7,0462,11
F6402G7,0961,109.9652174
F6402G7,0961001,113.8608696
F6402G7,0968,15
F6402G7,0968,15
F6402G7,0968VD,2
F6402G7,A210001,7.725
F6402G7,A210002,5.025
F6402G8,0010,17
F6402G8,0100AA,1.5
F6402G8,1302,123.9
F6402G8,1302,123.9
F6402G8,1303,138
F6402G8,1303,138
F6402G8,1305,106.5
F6402G9,0100AA,1
F6402G9,235A,90.2137931
F6402G9,235A001,45.8
F6403G3,0010,1
F6403G3,0010,1
F6403G3,0026,0.2
F6403G3,0124PSE,17
F6403G3,A010PC,1
F6403G5,0024,10
F6403G5,0100AA,0.8
F6403G6,0017CCE,1
F6403G6,0124BEE,1.4
F6403G6,0124CTE,2.2
F6403G6,0414,2.375
F6403G6,0414CPE,1.25
F6403G6,0414GXE,1.625
F6403G6,0420,47.56528302
F6403G6,0420001,38.65358491
F6403G6,0445,1
F6403G6,0453,30
F6403G6,0463,2
F6403G6,A010,53
F6403G6,A010ADE,39.4
F6403G6,A014,2
F6403G6,A019,115.2
F6403G6,A076,37.40909091
F6403G6,A076VD,27.18181818
F6403G6,A210,66
F6404G10,0124CCE,5
F6404G10,0124CDE,4.272727273
F6404G10,0124FLE,4.636363636
F6404G10,0404,10
F6404G10,0548VD,3.4
F6404G10,0548VDS,2.6
F6404G10,A010,46.75862069
F6404G10,A010CBMA,21.24137931
F6404G10,A010PCA,35.72413793
F6404G10,A210,230
F6407G10,0100DA,3.5
F6407G10,0100DA,3.5
F6407G10,0124BXE,1
F6407G10,A010ADE,56
F6407G10,A010CBM,1
F6407G12,0086,56
F6407G12,0100AA,2.9
F6407G12,0100SSF,2.5
F6407G12,0124BCE,3
F6407G12,0124DEE,3
F6407G12,0124KAE,3
F6407G12,0301,13
F6407G12,0306,17
F6407G12,0313,19
F6407G12,0331,17.7826087
F6407G12,0331BBE,10.82608696
F6407G12,0331DFE,10.82608696
F6407G12,0331FCE,10.82608696
F6407G12,0331GCE,15.69565217
F6407G12,0331GPE,12.2173913
F6407G12,0401,14
F6407G12,0414,23.78947368
F6407G12,0414CTE,15.57894737
F6407G12,0414EME,12.84210526
F6407G12,0415,4
F6407G12,0417,35.5
F6407G12,0513,76.14615385
F6407G12,0513BEE,26.39230769
F6407G12,0701,13.5
F6407G12,0702,13.5
F6407G12,0717,26.5
F6407G12,0722,11
F6407G12,0924,2
F6407G12,1159,12
F6407G12,9019,8
F6407G12,969Y,8
F6407G12,A010CBM,4
F6407G12,A010PC,14.125
F6407G12,A019,12.7
F6407G12,A102,16
F6407G9,0017BQEA,6.714285714
F6407G9,0017CEEA,13.14285714
F6407G9,0017GQEA,13.14285714
F6407G9,0082,16
F6407G9,0086.3C,123.2783505
F6407G9,00860RC,125.2886598
F6407G9,0086A3C,111.2164948
F6407G9,0086ABC,120.5979381
F6407G9,0086AZC,114.5670103
F6407G9,0086CQC,131.9896907
F6407G9,0086EAC,111.2164948
F6407G9,0086F7C,111.8865979
F6407G9,0086HDC,111.8865979
F6407G9,0086KYC,114.5670103
F6407G9,0086LBC,120.5979381
F6407G9,0086LDC,142.0412371
F6407G9,0086LTC,135.3402062
F6407G9,0086LZC,129.9793814
F6407G9,0086NIC,116.5773196
F6407G9,0086NJC,109.8762887
F6407G9,0086RQC,111.2164948
F6407G9,0086RXC,113.8969072
F6407G9,0086TXC,123.2783505
F6407G9,0086X2C,111.8865979
F6407G9,0100AA,8
F6407G9,0106,3
F6407G9,0124BFE,10
F6407G9,0124BNE,3.5
F6407G9,0124BTE,4
F6407G9,0124BXE,0.5
F6407G9,0124CSE,3.5
F6407G9,0124DCE,7
F6407G9,0124FUE,2
F6407G9,0301,45
F6407G9,0302,68
F6407G9,0306,22
F6407G9,0326,22
F6407G9,0331,46
F6407G9,0331ALE,3
F6407G9,0331AQE,5
F6407G9,0331DEE,10
F6407G9,0331EHE,5
F6407G9,0331FNE,20
F6407G9,0331GCE,4
F6407G9,0401,33
F6407G9,0414,22
F6407G9,0414CDE,3
F6407G9,0414CTEA,1
F6407G9,0414DWE,2
F6407G9,0414HYE,10
F6407G9,0415001,5
F6407G9,0422,80.27142857
F6407G9,0422001,60.72857143
F6407G9,0422002,75
F6407G9,0436,30.42352941
F6407G9,0436001,20.82352941
F6407G9,0445,24
F6407G9,0463,23
F6407G9,0477,49.4
F6407G9,0477001,47.8
F6407G9,0507,14.14285714
F6407G9,0507,14.14285714
F6407G9,0507VD,10.42857143
F6407G9,0507VDS,5.428571429
F6407G9,0509,15.14285714
F6407G9,0509,15.14285714
F6407G9,0509VD,10.42857143
F6407G9,0509VDS,5.428571429
F6407G9,0513,140.7053571
F6407G9,0513,140.7053571
F6407G9,0513001,65.94642857
F6407G9,0513BEE,22
F6407G9,0513BEEA,12
F6407G9,0572,17.5
F6407G9,0572VD,14.53846154
F6407G9,0572VDS,9
F6407G9,0920,37
F6407G9,0962,184.6
F6407G9,0962001,49.4
F6407G9,0962VD,9.545454545
F6407G9,0962VDS,4.454545455
F6407G9,1082,9
F6407G9,1082VD,9.545454545
F6407G9,1082VDS,4.454545455
F6407G9,1105,45.5
F6407G9,1121,6
F6407G9,1121VD,53.26315789
F6407G9,1121VDS,20.42105263
F6407G9,1127,66
F6407G9,1213,4
F6407G9,1213VD,46.26315789
F6407G9,1213VDS,18.21052632
F6407G9,1214VDSA,3
F6407G9,1261,2
F6407G9,1261VD,48.90243902
F6407G9,1261VDS,20.90243902
F6407G9,1634,31.63636364
F6407G9,1634,31.63636364
F6407G9,1634VD,7.272727273
F6407G9,1634VDS,5.818181818
F6407G9,1643,114.5
F6407G9,1643VD,11.38235294
F6407G9,1643VDS,6.088235294
F6407G9,557T,100
F6407G9,557TVD,42.57142857
F6407G9,557TVDS,19.88571429
F6407G9,557TVDS,19.88571429
F6407G9,A010,691.3702721
F6407G9,A010,691.3702721
F6407G9,A010001,627.2428666
F6407G9,A010002,487.075647
F6407G9,A010ADE,120
F6407G9,A010CBM,2.5
F6407G9,A010PC,18
F6407G9,A014,98
F6407G9,A014VD,1.5
F6407G9,A014VDS,2.25
F6407G9,A053,87
F6407G9,A108VDS,2
F6407G9,A160,595.9928057
F6407G9,A160001,637.1855883
F6407G9,A160001,637.1855883
F6407G9,A160002,393.9004554
F6407G9,A160EL,7
F6407G9,A160VD,11.9
F6407G9,A160VDS,6.3
F6407G9,A179,4.5
F6407G9,A210,163.3676471
F6407G9,A210,163.3676471
F6407G9,A210001,62.18382353
F6407G9,F084,2
F6412G4,0404,61.5
F6414G6,0017AQE,5
F6414G6,0017CCE,1.5
F6414G6,0017CEE,28
F6414G6,0017CIE,2
F6414G6,0017CKE,2
F6414G6,0017CSE,2
F6414G6,0017EOE,2
F6414G6,0017EZE,1
F6414G6,0017GSE,1
F6414G6,0017HFE,2
F6414G6,0017HLE,1
F6414G6,0017REQ,1
F6414G6,0086,87
F6414G6,00860RC,28
F6414G6,0086A3C,6.5
F6414G6,0086ABC,3
F6414G6,0086AXC,10
F6414G6,0086AZC,8
F6414G6,0086EAC,5.5
F6414G6,0086EBC,4.5
F6414G6,0086ECC,4.5
F6414G6,0086EQC,4.5
F6414G6,0086ESC,4.5
F6414G6,0086EUC,6.5
F6414G6,0086EYC,5.5
F6414G6,0086F2C,2.5
F6414G6,0086F7C,3
F6414G6,0086FWC,12
F6414G6,0086GBC,22.5
F6414G6,0086GGC,3
F6414G6,0086HDC,42
F6414G6,0086HKC,42.5
F6414G6,0086I3C,3
F6414G6,0086IWC,3
F6414G6,0086LBC,10
F6414G6,0086LDC,1
F6414G6,0086LTC,9
F6414G6,0086LZC,8
F6414G6,0086MQC,1
F6414G6,0086MRC,10
F6414G6,0086MVC,3
F6414G6,0086NIC,19
F6414G6,0086NIC,19
F6414G6,0086NJC,68.5
F6414G6,0086NKC,1
F6414G6,0086RXC,3
F6414G6,0086TQA,2
F6414G6,0086ZRC,1
F6414G6,0100AA,3
F6414G6,0100TCC,10
F6414G6,0104001,7
F6414G6,0124,2
F6414G6,0124BFE,1
F6414G6,0124BXE,9
F6414G6,0124DCE,1
F6414G6,0124EXE,5
F6414G6,0124FBE,9.5
F6414G6,0124FCE,10
F6414G6,0124IBE,8.5
F6414G6,0203,40
F6414G6,0234,4.1
F6414G6,0301,27
F6414G6,0313,1
F6414G6,0326,11
F6414G6,0331,44
F6414G6,0331EHE,2
F6414G6,0331GCE,2
F6414G6,0401,9
F6414G6,0404,16
F6414G6,0414,1.2
F6414G6,0414CTE,5
F6414G6,0415,29
F6414G6,0416,1
F6414G6,0418,1
F6414G6,0420,3
F6414G6,0422,40.5
