desc_frameFam,id_frame,id_project,id_req,id_baseReq,id_tparent,date_contractStart,date_issueFMI,desc_projectState
6/1A-C,61B,F6051G5,FT7J,FT7J,367A6051G005,05/21/2014,12/04/2014,Complete
6/1A-C,61B,F6326G7,FT7J,FT7J,367A6326G007,07/04/2013,12/17/2013,Complete
6/1A-C,61B,F7061G3,FT7J,FT7J,367A7061G003,12/23/2016,06/09/2017,Complete
6/1A-C,61B,F6884G4,FT7J,FT7J,#N/A,05/17/2017,10/13/2017,Active
6/1A-C,61B,F7186G3,FT7J,FT7J,367A7186G003,05/12/2014,01/20/2015,Active
6/1A-C,61B,F6688G7,FT7J,FT7J,367A6688G007,08/01/2014,09/04/2015,Archive
6/1A-C,61B,F5527G3,FT7J,FT7J,367A5527G003,01/22/2015,04/28/2015,Complete
6/1A-C,61B,F7400G2,FT7J,FT7J,367A7400G002,06/17/2016,12/21/2016,Active
6/1A-C,61B,F7274G4,FT7J,FT7J,367A7274G004,02/28/2014,08/28/2014,Complete
6/1A-C,61B,F6381G10,FT7J,FT7J,367A6381G010,02/17/2017,05/24/2017,Complete
6/1A-C,61B,F6884G3,FT7J,FT7J,#N/A,05/17/2017,10/13/2017,Active
6/1A-C,61B,F7337G2,FT7J,FT7J,367A7337G002,11/04/2014,03/04/2015,Complete
6/1A-C,61B,F6064G3,FT7J,FT7J,367A6064G003,05/10/2013,04/23/2014,Complete
6/1A-C,61B,F3229G4,FT7J,FT7J,367A3229G004,08/16/2016,10/24/2016,Active
6/1A-C,61B,F6607G4,FT7J,FT7J,367A6607G004,#N/A,#N/A,#N/A
6/1A-C,61B,F5306G6,FT7J,FT7J,367A5306G006,04/25/2014,06/23/2015,Complete
6/1A-C,61B,F7321G3,FT7J,FT7J,367A7321G003,08/10/2016,03/10/2017,Complete
6/1A-C,61B,F7274G2,FT7J,FT7J,367A7274G002,06/03/2013,01/07/2014,Complete
6/1A-C,61B,F7418G1,FT7J,FT7J,367A7418G001,11/09/2016,02/14/2017,Active
6/1A-C,61B,F7400G1,FT7J,FT7J,367A7400G001,#N/A,#N/A,#N/A
6/1A-C,61B,F6591G1,FT7J,FT7J,367A6591G001,02/04/2015,04/27/2015,Complete
6/1A-C,61B,F7451G1,FT7J,FT7J,367A7451G001,03/27/2014,08/11/2014,Complete
6/1A-C,61B,F7003G11,FT7J,FT7J,367A7003G011,08/30/2013,12/03/2013,Complete
6/1A-C,61B,F5800G10,FT7J,FT7J,367A5800G010,02/18/2016,03/31/2016,Complete
6/1A-C,61B,F7515G1,FT7J,FT7J,367A7515G001,02/21/2017,04/13/2017,Complete
6/1A-C,61B,F4496G8,FT7J,FT7J,367A4496G008,02/15/2016,04/14/2016,Complete
6/1A-C,61B,F6870G38,FT7J,FT7J,367A6870G038,12/28/2012,03/22/2013,Complete
6/1A-C,61B,F6330G7,FT7J,FT7J,367A6330G007,03/03/2017,07/28/2017,Complete
6/1A-C,61B,F6064G6,FT7J,FT7J,367A6064G006,06/18/2014,07/16/2014,Complete
6/1A-C,61B,F6310G7,FT7J,FT7J,367A6310G007,12/08/2015,02/10/2016,Complete
6/1A-C,61B,F6512G1,FT7J,FT7J,367A6512G001,05/30/2014,02/04/2015,Complete
6/1A-C,61B,F6932G8,FT7J,FT7J,367A6932G008,12/12/2012,04/15/2013,Complete
6/1A-C,61B,F5491G10,FT7J,FT7J,367A5491G010,10/30/2013,03/25/2014,Complete
6/1A-C,61B,F5713G2,FT7J,FT7J,367A5713G002,11/19/2014,06/26/2015,Complete
6/1A-C,61B,F6064G7,FT7J,FT7J,367A6064G007,02/24/2015,10/22/2015,Complete
6/1A-C,61B,F7414G1,FT7J,FT7J,367A7414G001,02/01/2017,07/17/2017,Active
6/1A-C,61B,F6676G2,FT7J,FT7J,367A6676G002,06/04/2014,09/10/2014,Complete
6/1A-C,61B,F7248G4,FT7J,FT7J,367A7248G004,11/26/2015,03/21/2016,Complete
6/1A-C,61B,F6905G2,FT7J,FT7J,367A6905G002,03/13/2013,06/19/2013,Complete
6/1A-C,61B,F6373G5,FT7J,FT7J,367A6373G005,02/24/2015,04/08/2015,Complete
6/1A-C,61B,F4443G11,FT7J,FT7J,367A4443G011,02/20/2016,08/08/2016,Complete
6/1A-C,61B,F5283G2,FT7J,FT7J,367A5283G002,03/08/2013,06/06/2013,Complete
6/1A-C,61B,F7452G1,FT7J,FT7J,367A7452G001,04/04/2014,09/19/2014,Complete
6/1A-C,61B,F7396G17,FT7J,FT7J,367A7396G017,02/02/2017,05/17/2017,Active
6/1A-C,61B,F7125G8,FT7J,FT7J,367A7125G008,08/14/2014,01/15/2015,Complete
6/1A-C,61B,F7248G3,FT7J,FT7J,367A7248G003,08/06/2015,10/08/2015,Complete
6/1A-C,61B,F5527G4,FT7J,FT7J,367A5527G004,#N/A,#N/A,#N/A
6/1A-C,61B,F4899G6,FT7J,FT7J,367A4899G006,07/12/2016,02/28/2017,Complete
6/1A-C,61B,F6697G10,FT7J,FT7J,#N/A,#N/A,#N/A,#N/A
6/1A-C,61B,F4352G8,FT7J,FT7J,#N/A,#N/A,#N/A,#N/A
6/1A-C,61B,F6628G1,FT7J,FT7J,367A6628G001,11/16/2015,04/26/2016,Active
6/1A-C,61B,F7051G6,FT7J,FT7J,367A7051G006,10/07/2016,11/28/2016,Complete
6/1A-C,61B,F6145G19,FT7J,FT7J,367A6145G019,04/25/2014,08/14/2014,Complete
6/1A-C,61B,F6882G2,FT7J,FT7J,367A6882G002,12/22/2014,04/07/2015,Complete
6/1A-C,61B,F6138G3,FT7J,FT7J,367A6138G003,07/10/2014,08/12/2014,Complete
6/1A-C,61B,F6527G1,FT7J,FT7J,367A6527G001,06/17/2014,10/27/2014,Complete
6/1A-C,61B,F6221G8,FT7J,FT7J,367A6221G008,11/29/2016,02/16/2017,Active
6/1A-C,61B,F7012G2,FT7J,FT7J,367A7012G002,03/02/2015,04/10/2015,Complete
6/1A-C,61B,F7440G3,FT7J,FT7J,367A7440G003,12/09/2014,02/26/2015,Complete
6/1A-C,61B,F7044G10,FT7J,FT7J,367A7044G010,01/19/2017,02/01/2017,Complete
6/1A-C,61B,F6870G54,FT7J,FT7J,367A6870G054,10/20/2015,07/01/2016,Complete
6/1A-C,61B,F7147G6,FT7J,FT7J,367A7147G006,03/26/2014,09/25/2014,Complete
6/1A-C,61B,F6145G23,FT7J,FT7J,367A6145G023,03/02/2016,03/31/2016,Complete
6/1A-C,61B,F6877G3,FT7J,FT7J,367A6877G003,08/30/2013,12/19/2013,Complete
6/1A-C,61B,F7484G1,FT7J,FT7J,367A7484G001,08/17/2016,02/21/2017,Complete
6/1A-C,61B,F6170G3,FT7J,FT7J,367A6170G003,03/10/2014,06/17/2014,Complete
6/1A-C,61B,F7125G7,FT7J,FT7J,367A7125G007,08/01/2014,10/01/2014,Complete
6/1A-C,61B,F7439G01,FT7J,FT7J,367A7439G001,10/10/2016,01/10/2017,Complete
6/1A-C,61B,F5105G7,FT7J,FT7J,367A5105G007,09/10/2014,01/08/2015,Complete
6/1A-C,61B,F6190G9,FT7J,FT7J,367A6190G009,01/17/2017,03/13/2017,Active
6/1A-C,61B,F3411G4,FT7J,FT7J,367A3411G004,03/01/2013,09/20/2013,Complete
6/1A-C,61B,F6870G68,FT7J,FT7J,367A6870G068,12/14/2016,08/17/2017,Active
6/1A-C,61B,F6567G1,FT7J,FT7J,367A6567G001,09/24/2014,04/07/2015,Complete
6/1A-C,61B,F4443G12,FT7J,FT7J,367A4443G012,06/14/2016,09/07/2016,Complete
6/1A-C,61B,F7440G4,FT7J,FT7J,367A7440G004,12/15/2014,02/06/2015,Complete
6/1A-C,61B,F6605G1,FT7J,FT7J,367A6605G001,04/14/2015,11/04/2015,Complete
6/1A-C,61B,F7044G3,FT7J,FT7J,367A7044G003,02/24/2015,02/17/2016,Complete
6/1A-C,61B,F6051G7,FT7J,FT7J,367A6051G007,10/19/2015,04/08/2016,Complete
6/1A-C,61B,F7054G4,FT7J,FT7J,367A7054G004,12/22/2016,03/27/2017,Complete
6/1A-C,61B,F7463G1,FT7J,FT7J,367A7463G001,08/17/2015,09/22/2015,Complete
6/1A-C,61B,F5210G2,FT7J,FT7J,367A5210G002,12/11/2012,04/05/2013,Complete
6/1A-C,61B,F6870G47,FT7J,FT7J,367A6870G047,04/09/2014,12/02/2014,Complete
6/1A-C,61B,F7396G8,FT7J,FT7J,367A7396G008,11/07/2014,01/08/2015,Complete
6/1A-C,61B,F6145G22,FT7J,FT7J,367A6145G022,07/15/2015,09/28/2015,Complete
6/1A-C,61B,F7467G1,FT7J,FT7J,367A7467G001,01/18/2016,12/15/2016,Active
6/1A-C,61B,F6872G3,FT7J,FT7J,367A6872G003,10/17/2016,01/11/2017,Complete
6/1A-C,61B,F3411G7,FT7J,FT7J,367A3411G007,10/23/2013,07/15/2014,Complete
6/1A-C,61B,F7396G18,FT7J,FT7J,367A7396G018,#N/A,#N/A,#N/A
6/1A-C,61B,F7227G3,FT7J,FT7J,367A7227G003,04/30/2015,01/13/2016,Complete
6/1A-C,61B,F6288G2,FT7J,FT7J,367A6288G002,05/14/2013,11/08/2013,Complete
6/1A-C,61B,F7003G12,FT7J,FT7J,367A7003G012,10/17/2013,01/28/2014,Complete
6/1A-C,61B,F7466G1,FT7J,FT7J,367A7466G001,01/11/2016,09/20/2016,Complete
6/1A-C,61B,F4259G3,FT7J,FT7J,367A4259G003,04/05/2013,06/03/2013,Complete
6/1A-C,61B,F7003G15,FT7J,FT7J,367A7003G015,09/18/2014,12/16/2014,Complete
6/1A-C,61B,F7003G17,FT7J,FT7J,367A7003G017,09/28/2015,11/25/2015,Complete
6/1A-C,61B,F6010G5,FT7J,FT7J,367A6010G005,11/19/2015,04/19/2016,Complete
6/1A-C,61B,F7083G5,FT7J,FT7J,367A7083G005,12/04/2015,02/09/2016,Complete
6/1A-C,61B,F5778G6,FT7J,FT7J,367A5778G006,04/11/2016,06/02/2016,Active
6/1A-C,61B,F6288G3,FT7J,FT7J,367A6288G003,06/30/2014,12/19/2014,Complete
6/1A-C,61B,F7463G2,FT7J,FT7J,367A7463G002,#N/A,#N/A,#N/A
6/1A-C,61B,F6302G4,FT7J,FT7J,367A6302G004,09/25/2013,01/22/2014,Complete
6/1A-C,61B,F6170G4,FT7J,FT7J,367A6170G004,03/10/2014,06/17/2014,Complete
6/1A-C,61B,F7440G2,FT7J,FT7J,367A7440G002,11/11/2013,02/12/2014,Complete
6/1A-C,61B,F7515G1,FT7K,FT7K,367A7515G001,02/21/2017,04/13/2017,Complete
6/1A-C,61B,F4899G6,FT9A,FT9A,367A4899G006,07/12/2016,02/28/2017,Complete
6/1A-C,61B,F6628G1,FT9B,FT9B,367A6628G001,11/16/2015,04/26/2016,Active
6/1A-C,61B,F5210G2,FT9E,FT9E,367A5210G002,12/11/2012,04/05/2013,Complete
6/1A-C,61B,F6628G1,FT9E,FT9E,367A6628G001,11/16/2015,04/26/2016,Active
6/1A-C,61B,F6676G2,FT9E,FT9E,367A6676G002,06/04/2014,09/10/2014,Complete
6/1A-C,61B,F4899G6,FT9E,FT9E,367A4899G006,07/12/2016,02/28/2017,Complete
6/1A-C,61B,F7400G2,FW3W,FW3W,367A7400G002,06/17/2016,12/21/2016,Active
6/1A-C,61B,F7400G1,FW3W,FW3W,367A7400G001,#N/A,#N/A,#N/A
6/1A-C,61B,F5123G3,FW4H,FW4H,367A5123G003,05/13/2013,05/28/2013,Complete
6/1A-C,61B,F5123G2,FW4H,FW4H,367A5123G002,04/01/2013,05/17/2013,Complete
6/1A-C,61B,F5063G3,FW4H,FW4H,367A5063G003,10/24/2013,07/08/2014,Complete
6/1A-C,61B,F7124G6,FW4H,FW4H,367A7124G006,10/17/2013,08/28/2015,Complete
6/1A-C,61B,F5800G9,FW4H,FW4H,367A5800G009,02/03/2016,05/12/2016,Complete
6/1A-C,61B,F6261G14,FW4H,FW4H,367A6261G014,09/25/2013,10/22/2013,Complete
6/1A-C,61B,F6870G70,FW4I,FW4I,#N/A,03/01/2017,08/17/2017,Active
6/1A-C,61B,F6870G57,FW4I,FW4I,367A6870G057,12/29/2015,03/29/2016,Complete
6/1A-C,61B,F6888G84,FW4I,FW4I,367A6888G084,02/26/2015,05/05/2015,Complete
6/1A-C,61B,F7447G2,FW4I,FW4I,367A7447G002,01/06/2014,05/27/2014,Complete
6/1A-C,61B,F6693G3,FW4I,FW4I,367A6693G003,06/10/2014,08/05/2014,Complete
6/1A-C,61B,F6288G4,FW4I,FW4I,367A6288G004,07/29/2014,08/26/2014,Complete
6/1A-C,61B,F7379G2,FW4I,FW4I,367A7379G002,04/18/2016,10/24/2016,Complete
6/1A-C,61B,F6465G3,FW4I,FW4I,367A6465G003,05/30/2014,06/10/2014,Complete
6/1A-C,61B,F6870G51,FW4I,FW4I,367A6870G051,12/29/2014,03/17/2015,Complete
6/1A-C,61B,F7032G11,FW4I,FW4I,367A7032G011,02/12/2013,06/11/2013,Complete
6/1A-C,61B,F7085G6,FW4I,FW4I,367A7085G006,01/18/2013,02/14/2013,Complete
6/1A-C,61B,F7125G10,FW4I,FW4I,367A7125G010,04/10/2015,05/06/2015,Complete
6/1A-C,61B,F5283G2,FW4I,FW4I,367A5283G002,03/08/2013,06/06/2013,Complete
6/1A-C,61B,F6870G60,FW4I,FW4I,367A6870G060,08/18/2016,08/26/2016,Complete
6/1A-C,61B,F5710G5,FW4I,FW4I,367A5710G005,04/23/2013,05/01/2013,Complete
6/1A-C,61B,F6221G6,FW4I,FW4I,367A6221G006,01/31/2014,04/30/2014,Complete
6/1A-C,61B,F7381G2,FW4I,FW4I,367A7381G002,03/20/2015,07/07/2015,Complete
6/1A-C,61B,F6809G2,FW4I,FW4I,367A6809G002,11/02/2016,11/16/2016,Complete
6/1A-C,61B,F6591G1,FW4I,FW4I,367A6591G001,02/04/2015,04/27/2015,Complete
6/1A-C,61B,F7032G16,FW4I,FW4I,367A7032G016,08/01/2014,09/02/2014,Complete
6/1A-C,61B,F7125G9,FW4I,FW4I,367A7125G009,01/07/2015,02/26/2015,Complete
6/1A-C,61B,F6326G8,FW4I,FW4I,367A6326G008,06/04/2014,06/17/2014,Complete
6/1A-C,61B,F6381G8,FW4I,FW4I,367A6381G008,05/31/2013,06/26/2013,Complete
6/1A-C,61B,F6514G5,FW4J,FW4J,367A6514G005,02/12/2016,05/13/2016,Complete
6/1A-C,61B,F6610G2,FW4J,FW4J,367A6610G002,03/22/2016,05/26/2016,Complete
6/1A-C,61B,F7124G6,FW4J,FW4J,367A7124G006,10/17/2013,08/28/2015,Complete
6/1A-C,61B,F5063G3,FW4J,FW4J,367A5063G003,10/24/2013,07/08/2014,Complete
6/1A-C,61B,F7207G3,FW4Q,FW4Q,367A7207G003,06/04/2015,07/05/2016,Active
6/1A-C,61B,F7147G3,FW4V,FW4V,367A7147G003,08/29/2012,07/07/2015,Complete
6/1A-C,61B,F6514G5,FW4X,FW4X,367A6514G005,02/12/2016,05/13/2016,Complete
6/1A-C,61B,F6261G16,FZ1A,FZ1A,367A6261G016,05/09/2015,07/14/2015,Active
6/1A-C,61B,F6261G17,FZ1A,FZ1A,367A6261G017,05/14/2015,07/14/2015,Complete
6/1A-C,61B,F6637G27,FZ1D,FZ1D,367A6637G027,12/18/2014,06/15/2015,Complete
6/1A-C,61B,F7439G01,FZ1D,FZ1D,367A7439G001,10/10/2016,01/10/2017,Complete
6/1A-C,61B,FS013G1,FZ1D,FZ1D,367AS013G001,01/22/2014,04/01/2014,Complete
6/1A-C,61B,FS012G1,FZ1D,FZ1D,367AS012G001,#N/A,#N/A,#N/A
6/1A-C,61B,F7542G1,FZ1D,FZ1D,#N/A,06/06/2017,07/28/2017,Active
6/1A-C,61B,F7190G6,FZ1Z,FZ1Z,367A7190G006,#N/A,#N/A,#N/A
6/1A-C,61B,F7447G3,FZ1Z,FZ1Z,367A7447G003,07/29/2016,10/20/2016,Complete
6/1A-C,61B,F6412G4,FZ1Z,FZ1Z,367A6412G004,06/12/2014,08/14/2014,Complete
6/1A-C,61B,F6371G5,FZ1Z,FZ1Z,367A6371G005,#N/A,#N/A,#N/A
6/1A-C,61B,F7512G2,FZ1Z,FZ1Z,#N/A,#N/A,#N/A,#N/A
6/1A-C,61B,F4238G10,FZ1Z,FZ1Z,367A4238G010,10/31/2016,12/01/2016,Complete
6/1A-C,61B,F7396G21,FZ1Z,FZ1Z,367A7396G021,#N/A,#N/A,#N/A
6/1A-C,61B,F4496G9,FZ1Z,FZ1Z,#N/A,#N/A,#N/A,#N/A
6/1A-C,61B,F7362G2,FZ1Z,FZ1Z,367A7362G002,12/14/2016,01/26/2017,Complete
6/1A-C,61B,F6884G2,FZ1Z,FZ1Z,367A6884G002,06/02/2015,08/11/2015,Complete
6/1A-C,61B,F5577G13,FZ1Z,FZ1Z,367A5577G013,03/04/2014,06/05/2014,Complete
6/1A-C,61B,F6399G5,FZ1Z,FZ1Z,367A6399G005,11/04/2014,12/28/2015,Complete
6/1A-C,61B,F7512G4,FZ1Z,FZ1Z,#N/A,#N/A,#N/A,#N/A
6/1A-C,61B,F6518G6,FZ1Z,FZ1Z,367A6518G006,09/22/2016,12/13/2016,Active
6/1A-C,61B,F7381G4,FZ1Z,FZ1Z,367A7381G004,06/07/2016,11/30/2016,Complete
6/1A-C,61B,FROT4G122,FZ1Z,FZ1Z,#N/A,#N/A,#N/A,#N/A
6/1A-C,61B,F6540G8,FZ1Z,FZ1Z,367A6540G008,08/22/2014,09/18/2014,Complete
6/1A-C,61B,F6514G5,FZ1Z,FZ1Z,367A6514G005,02/12/2016,05/13/2016,Complete
6/1A-C,61B,F7520G1,FZ1Z,FZ1Z,#N/A,04/06/2017,06/29/2017,Active
6/1A-C,61B,F7512G5,FZ1Z,FZ1Z,#N/A,#N/A,#N/A,#N/A
6/1A-C,61B,F7416G1,FZ1Z,FZ1Z,367A7416G001,08/18/2016,05/26/2017,Active
6/1A-C,61B,F7512G1,FZ1Z,FZ1Z,367A7512G001,#N/A,#N/A,#N/A
6/1A-C,61B,F7058G2,FZ1Z,FZ1Z,367A7058G002,09/26/2016,02/15/2017,Active
6/1A-C,61B,F6310G6,FZ1Z,FZ1Z,367A6310G006,06/28/2015,01/26/2016,Complete
6/1A-C,61B,F7381G1,FZ1Z,FZ1Z,367A7381G001,10/02/2014,02/29/2016,Complete
6/1A-C,61B,F7181G5,FZ1Z,FZ1Z,367A7181G005,06/02/2014,08/14/2014,Complete
6/1A-C,61B,F6688G8,FZ1Z,FZ1Z,367A6688G008,05/31/2016,07/26/2016,Complete
6/1A-C,61B,F6228G2,FZ1Z,FZ1Z,367A6228G002,09/23/2016,02/02/2017,Complete
6/1A-C,61B,F4238G11,FZ1Z,FZ1Z,#N/A,#N/A,#N/A,#N/A
6/1A-C,61B,F6871G6,FZ1Z,FZ1Z,367A6871G006,12/29/2014,01/19/2015,Complete
6/1A-C,61B,F6540G7,FZ1Z,FZ1Z,367A6540G007,06/02/2014,07/29/2014,Complete
6/1A-C,61B,F7381G3,FZ1Z,FZ1Z,367A7381G003,08/13/2015,02/26/2016,Complete
6/1A-C,61B,F6890G7,FZ1Z,FZ1Z,367A6890G007,03/21/2016,08/17/2017,Active
6/1A-C,61B,F6585G15,FZ1Z,FZ1Z,367A6585G015,02/14/2014,05/20/2014,Complete
6/1A-C,61B,6BPIPG1,FZ1Z,FZ1Z,#N/A,#N/A,#N/A,#N/A
6/1A-C,61B,F5227G6,FZ1Z,FZ1Z,367A5227G006,02/24/2017,03/10/2017,Cancel
6/1A-C,61B,F6078G4,FZ1Z,FZ1Z,#N/A,03/15/2017,06/16/2017,Active
6/1A-C,61B,F7054G4,FZ1Z,FZ1Z,367A7054G004,12/22/2016,03/27/2017,Complete
6/1A-C,61B,F6153G8,FZ1Z,FZ1Z,367A6153G008,10/12/2015,04/21/2017,Active
6/1A-C,61B,F3643G6,FZ1Z,FZ1Z,367A3643G006,10/26/2016,06/06/2017,Complete
6/1A-C,61B,F7028G16,FZ1Z,FZ1Z,367A7028G016,03/01/2017,08/10/2017,Active
6/1A-C,61B,F7396G14,FZ1Z,FZ1Z,367A7396G014,#N/A,#N/A,#N/A
6/1A-C,61B,F5063G4,FZ1Z,FZ1Z,367A5063G004,12/16/2013,02/12/2014,Complete
6/1A-C,61B,F5694G3,FZ1Z,FZ1Z,367A5694G003,03/04/2014,07/03/2014,Complete
6/1A-C,61B,F6163G2,FZ1Z,FZ1Z,367A6163G002,11/11/2015,02/15/2016,Complete
6/1A-C,61B,F7492G1,FZ1Z,FZ1Z,367A7492G001,01/25/2017,05/11/2017,Complete
6/1A-C,61B,F6637G24,FZ1Z,FZ1Z,367A6637G024,06/20/2014,08/18/2014,Active
6/1A-C,61B,F6064G7,FZ1Z,FZ1Z,367A6064G007,02/24/2015,10/22/2015,Complete
6/1A-C,61B,F7207G3,FZ1Z,FZ1Z,367A7207G003,06/04/2015,07/05/2016,Active
6/1A-C,61B,F7484G1,FZ1Z,FZ1Z,367A7484G001,08/17/2016,02/21/2017,Complete
6/1A-C,61B,F6412G5,FZ1Z,FZ1Z,367A6412G005,06/13/2014,08/05/2014,Complete
6/1A-C,61B,F7367G1,FZ1Z,FZ1Z,367A7367G001,02/25/2014,04/15/2014,Complete
6/1A-C,61B,F7389G2,FZ1Z,FZ1Z,367A7389G002,06/22/2016,08/18/2016,Complete
6/1A-C,61B,F7512G6,FZ1Z,FZ1Z,#N/A,#N/A,#N/A,#N/A
6/1A-C,61B,F5491G12,FZ1Z,FZ1Z,367A5491G012,04/11/2016,09/20/2016,Complete
6/1A-C,61B,F6631G1,FZ1Z,FZ1Z,367A6631G001,11/17/2015,01/18/2016,Complete
6/1A-C,61B,F6207G7,FZ1Z,FZ1Z,367A6207G007,09/30/2015,11/04/2015,Complete
6/1A-C,61B,F5001G9,FZ1Z,FZ1Z,367A5001G009,02/15/2017,07/17/2017,Complete
6/1A-C,61B,F7032G18,FZ1Z,FZ1Z,367A7032G018,12/06/2016,12/15/2016,Complete
6/1A-C,61B,F7030G9,FZ1Z,FZ1Z,367A7030G009,03/11/2015,08/14/2015,Complete
6/1A-C,61B,F6637G25,FZ1Z,FZ1Z,367A6637G025,06/20/2014,08/18/2014,Active
6/1A-C,61B,F6471G4,FZ1Z,FZ1Z,367A6471G004,02/04/2016,05/12/2016,Complete
6/1A-C,61B,F6310G5,FZ1Z,FZ1Z,367A6310G005,12/30/2014,02/24/2015,Complete
6/1A-C,61B,F7381G2,FZ1Z,FZ1Z,367A7381G002,03/20/2015,07/07/2015,Complete
6/1A-C,61B,F6975G2,FZ1Z,FZ1Z,367A6975G002,02/11/2014,10/17/2014,Complete
6/1A-C,61B,F7504G1,FZ1Z,FZ1Z,#N/A,05/02/2017,06/09/2017,Active
6/1A-C,61B,F7040G14,FZ1Z,FZ1Z,367A7040G014,12/16/2015,02/08/2016,Complete
6/1A-C,61B,F6819G3,FZ1Z,FZ1Z,367A6819G003,09/26/2016,01/17/2017,Complete
6/1A-C,61B,F6051G7,FZ1Z,FZ1Z,367A6051G007,10/19/2015,04/08/2016,Complete
6/1A-C,61B,FROT4G121,FZ1Z,FZ1Z,#N/A,#N/A,#N/A,#N/A
6/1A-C,61B,F5591G3,FZ1Z,FZ1Z,#N/A,#N/A,#N/A,#N/A
6/1A-C,61B,F7088G3,FZ1Z,FZ1Z,367A7088G003,02/13/2014,04/24/2014,Complete
6/1A-C,61B,F6975G3,FZ1Z,FZ1Z,367A6975G003,06/24/2016,12/21/2016,Active
6/1A-C,61B,F5710G8,FZ1Z,FZ1Z,367A5710G008,11/10/2015,02/09/2016,Complete
6/1A-C,61B,F7389G1,FZ1Z,FZ1Z,367A7389G001,07/17/2015,08/27/2015,Active
6/1A-C,61B,F7547G1,FZ1Z,FZ1Z,#N/A,06/19/2017,09/26/2017,Active
6/1A-C,61B,F7379G2,FZ1Z,FZ1Z,367A7379G002,04/18/2016,10/24/2016,Complete
6/1A-C,61B,F7147G7,FZ1Z,FZ1Z,367A7147G007,03/03/2015,07/28/2015,Complete
6/1A-C,61B,F7040G13,FZ1Z,FZ1Z,367A7040G013,11/27/2014,01/23/2015,Complete
6/1A-C,61B,F6051G6,FZ1Z,FZ1Z,367A6051G006,#N/A,#N/A,#N/A
6/1A-C,61B,F6870G47,FZ1Z,FZ1Z,367A6870G047,04/09/2014,12/02/2014,Complete
6/1A-C,61B,F6637G22,FZ1Z,FZ1Z,367A6637G022,02/10/2014,06/26/2014,Complete
6/1A-C,61B,F6967G5,FZ1Z,FZ1Z,#N/A,05/22/2017,08/08/2017,Active
6/1A-C,61B,F4468G2,FZ1Z,FZ1Z,367A4468G002,09/17/2014,05/27/2015,Complete
6/1A-C,61B,F7044G10,FZ1Z,FZ1Z,367A7044G010,01/19/2017,02/01/2017,Complete
6/1A-C,61B,FROT4G112,FZ1Z,FZ1Z,367AROT4G112,02/28/2017,05/31/2017,Complete
6/1A-C,61B,F7512G3,FZ1Z,FZ1Z,#N/A,#N/A,#N/A,#N/A
6/1A-C,61B,F6261G18,FZ1Z,FZ1Z,#N/A,06/21/2017,08/07/2017,Active
6/1A-C,61B,F6540G9,FZ1Z,FZ1Z,367A6540G009,09/04/2015,07/28/2016,Complete
6/1A-C,61B,F4496G5,FZ1Z,FZ1Z,367A4496G005,03/19/2015,05/26/2015,Active
6/1A-C,61B,F4496G7,FZ1Z,FZ1Z,367A4496G007,11/04/2015,04/19/2016,Complete
6/1A-C,61B,F7414G1,FZ1Z,FZ1Z,367A7414G001,02/01/2017,07/17/2017,Active
6/1A-C,61B,F7227G4,FZ1Z,FZ1Z,367A7227G004,07/05/2016,09/14/2016,Complete
6/1A-C,61B,F6399G4,FZ1Z,FZ1Z,367A6399G004,10/06/2014,12/16/2014,Active
6/1A-C,61B,F5713G2,FZ1Z,FZ1Z,367A5713G002,11/19/2014,06/26/2015,Complete
6/1A-C,61B,F4496G8,FZ1Z,FZ1Z,367A4496G008,02/15/2016,04/14/2016,Complete
6/1A-C,61B,F6145G20,FZ1Z,FZ1Z,367A6145G020,03/27/2015,08/05/2015,Complete
6/1A-C,61B,F4730G4,FZ1Z,FZ1Z,367A4730G004,11/15/2013,05/09/2014,Complete
6/1A-C,61B,F7502G1,FZ1Z,FZ1Z,367A7502G001,01/13/2017,01/26/2017,Complete
6/1A-C,61B,F6170G6,FZ1Z,FZ1Z,367A6170G006,10/02/2014,03/03/2015,Complete
6/1A-C,61B,F6019G2,FZ1Z,FZ1Z,#N/A,#N/A,#N/A,#N/A
6/1A-C,61B,F5555G3,FZ1Z,FZ1Z,367A5555G003,01/09/2015,02/11/2015,Complete
6/1A-C,61B,F6637G28,FZ1Z,FZ1Z,367A6637G028,07/18/2016,11/28/2016,Complete
6/1A-C,61B,F5694G4,FZ1Z,FZ1Z,367A5694G004,05/30/2016,07/27/2016,Complete
6/1A-C,61B,F7190G5,FZ1Z,FZ1Z,367A7190G005,03/07/2014,05/27/2014,Complete
6/1A-C,61B,F7040G16,FZ1Z,FZ1Z,367A7040G016,02/28/2017,05/26/2017,Complete
6/1A-C,61B,F4873G5,FZ1Z,FZ1Z,367A4873G005,03/29/2016,06/01/2016,Complete
6/1A-C,61B,F6877G4,FZ1Z,FZ1Z,367A6877G004,03/22/2016,05/05/2016,Complete
6/1A-C,61B,F6761G3,FZ1Z,FZ1Z,367A6761G003,06/20/2016,06/28/2017,Complete
6/1A-C,61B,F7337G2,FZ1Z,FZ1Z,367A7337G002,11/04/2014,03/04/2015,Complete
6/1A-C,61B,F7044G3,FZ1Z,FZ1Z,367A7044G003,02/24/2015,02/17/2016,Complete
6/1A-C,61B,F7282G2,FZ1Z,FZ1Z,367A7282G002,12/17/2015,09/29/2016,Complete
