desc_frameFam,id_frame,id_project,id_req,id_baseReq,id_tparent,date_contractStart,date_issueFMI,desc_projectState
209C-7,209C-7,F6724G8,FK1G,FK1G,367A6724G008,11/29/2012,11/04/2013,Complete
209C-7,209C-7,F6724G8,FK1S,FK1S,367A6724G008,11/29/2012,11/04/2013,Complete
3/2A-K,32F,F7373G1,FK8X,FK8X,367A7373G001,07/15/2014,11/13/2014,Complete
3/2A-K,32J,F6774G3,FS2T,FS2T,367A6774G003,09/08/2014,06/24/2015,Complete
3/2A-K,32J,F6774G3,FS2Y,FS2Y,367A6774G003,09/08/2014,06/24/2015,Complete
3/2A-K,32J,F6774G3,FS6A,FS6A,367A6774G003,09/08/2014,06/24/2015,Complete
3/2A-K,32J,F6774G3,FT1R,FT1R,367A6774G003,09/08/2014,06/24/2015,Complete
3/2A-K,32J,F6774G3,FT7J,FT7J,367A6774G003,09/08/2014,06/24/2015,Complete
5/1A-RN,51D,F5578G3,FK8X,FK8X,367A5578G003,09/25/2014,11/10/2014,Complete
5/1A-RN,51K,F2552G4,FA4A,FA4A,367A2552G004,03/17/2016,08/28/2017,Active
5/1A-RN,51L,F7419G1,FK5N,FK5N,367A7419G001,11/11/2016,05/05/2017,Complete
5/1A-RN,51L,F7419G1,FZ1Z,FZ1Z,367A7419G001,11/11/2016,05/05/2017,Complete
5/1A-RN,51LA,F6968G2,FK2C,FK2C,367A6968G002,02/28/2013,05/09/2013,Complete
5/1A-RN,51LA,F7083G4,FZ1Z,FZ1Z,367A7083G004,08/03/2015,09/01/2015,Complete
5/1A-RN,51M,F7426G1,FS1T,FS1T,367A7426G001,05/05/2016,07/27/2016,Complete
5/1A-RN,51N,F6968G2,FK2C,FK2C,367A6968G002,02/28/2013,05/09/2013,Complete
5/1A-RN,51N,F7558G1,FS1T,FS1T,#N/A,#N/A,#N/A,#N/A
5/1A-RN,51N,F7377G1,FZ1Z,FZ1Z,367A7377G001,08/15/2014,10/03/2014,Complete
5/1A-RN,51P,F7393G1,FA1J,FA1J,367A7393G001,07/29/2013,10/07/2015,Active
5/1A-RN,51P,F7393G5,FA1J,FA1J,367A7393G005,10/18/2013,09/11/2015,Active
5/1A-RN,51P,F7393G6,FA1J,FA1J,367A7393G006,10/22/2013,09/06/2015,Active
5/1A-RN,51P,F7393G2,FA1J,FA1J,367A7393G002,07/29/2013,09/23/2015,Active
5/1A-RN,51P,F7393G7,FA1J,FA1J,367A7393G007,10/20/2013,10/15/2015,Active
5/1A-RN,51P,F7430G1,FA6B,FA6B,367A7430G001,03/09/2016,10/04/2016,Active
5/1A-RN,51P,F7364G3,FC4A,FC4A,367A7364G003,03/31/2016,08/18/2016,Complete
5/1A-RN,51P,F7364G3,FC4B,FC4B,367A7364G003,03/31/2016,08/18/2016,Complete
5/1A-RN,51P,F7364G3,FC4D,FC4D,367A7364G003,03/31/2016,08/18/2016,Complete
5/1A-RN,51P,F7091G2,FD1E,FD1E,367A7091G002,10/31/2014,01/23/2015,Complete
5/1A-RN,51P,F7393G16,FG1A,FG1A,367A7393G016,01/16/2015,09/25/2015,Complete
5/1A-RN,51P,F7393G15,FG1A,FG1A,367A7393G015,11/19/2014,10/16/2015,Complete
5/1A-RN,51P,F7393G17,FG1A,FG1A,367A7393G017,01/16/2015,10/07/2015,Complete
5/1A-RN,51P,F7430G1,FG1C,FG1C,367A7430G001,03/09/2016,10/04/2016,Active
5/1A-RN,51P,F6115G6,FG2B,FG2B,367A6115G006,#N/A,#N/A,#N/A
5/1A-RN,51P,F7091G2,FJ2L,FJ2L,367A7091G002,10/31/2014,01/23/2015,Complete
5/1A-RN,51P,F6115G5,FJ5A,FJ5A,367A6115G005,07/20/2016,05/18/2017,Active
5/1A-RN,51P,F6115G4,FJ5A,FJ5A,367A6115G004,10/21/2015,05/10/2016,Active
5/1A-RN,51P,F7145G2,FK1G,FK1G,367A7145G002,03/16/2012,05/15/2013,Complete
5/1A-RN,51P,F7335G1,FK1G,FK1G,367A7335G001,03/12/2013,08/06/2013,Complete
5/1A-RN,51P,F6968G2,FK2C,FK2C,367A6968G002,02/28/2013,05/09/2013,Complete
5/1A-RN,51P,F7145G2,FK4G,FK4G,367A7145G002,03/16/2012,05/15/2013,Complete
5/1A-RN,51P,F6674G1,FK5K,FK5K,367A6674G001,04/15/2014,09/16/2014,Complete
5/1A-RN,51P,F6424G24,FK5K,FK5K,367A6424G024,01/10/2013,02/12/2013,Complete
5/1A-RN,51P,F6424G24,FK5N,FK5N,367A6424G024,01/10/2013,02/12/2013,Complete
5/1A-RN,51P,F7146G2,FK8W,FK8W,367A7146G002,07/31/2012,04/23/2013,Complete
5/1A-RN,51P,F6324G35,FK8X,FK8X,367A6324G035,02/15/2013,09/10/2013,Complete
5/1A-RN,51P,F5877G3,FK8X,FK8X,367A5877G003,02/25/2014,03/11/2015,Complete
5/1A-RN,51P,F7393G13,FK8X,FK8X,367A7393G013,10/29/2013,02/03/2015,Complete
5/1A-RN,51P,F6810G4,FK8X,FK8X,367A6810G004,01/16/2013,10/08/2013,Complete
5/1A-RN,51P,F7393G12,FK8X,FK8X,367A7393G012,10/28/2013,02/10/2015,Complete
5/1A-RN,51P,F7446G1,FK8X,FK8X,367A7446G001,11/01/2013,04/28/2014,Complete
5/1A-RN,51P,F7393G9,FK8X,FK8X,367A7393G009,10/28/2013,02/03/2015,Complete
5/1A-RN,51P,F7393G14,FK8X,FK8X,367A7393G014,10/29/2013,03/03/2015,Active
5/1A-RN,51P,F7393G8,FK8X,FK8X,367A7393G008,10/25/2013,02/23/2015,Complete
5/1A-RN,51P,F7363G1,FP1H,FP1H,367A7363G001,08/10/2015,10/28/2015,Complete
5/1A-RN,51P,F7446G1,FP3B,FP3B,367A7446G001,11/01/2013,04/28/2014,Complete
5/1A-RN,51P,F7430G1,FR1J,FR1J,367A7430G001,03/09/2016,10/04/2016,Active
5/1A-RN,51P,F7430G1,FR1P,FR1P,367A7430G001,03/09/2016,10/04/2016,Active
5/1A-RN,51P,F7430G1,FR1Q,FR1Q,367A7430G001,03/09/2016,10/04/2016,Active
5/1A-RN,51P,F7387G1,FS1T,FS1T,367A7387G001,06/15/2015,07/14/2015,Complete
5/1A-RN,51P,F6427G2,FS1T,FS1T,367A6427G002,11/26/2014,01/13/2015,Complete
5/1A-RN,51P,F7506G1,FS1T,FS1T,#N/A,05/11/2017,06/23/2017,Complete
5/1A-RN,51P,F6674G1,FS1T,FS1T,367A6674G001,04/15/2014,09/16/2014,Complete
5/1A-RN,51P,F6787G1,FS1T,FS1T,367A6787G001,07/22/2015,10/07/2015,Complete
5/1A-RN,51P,F7364G1,FS1T,FS1T,367A7364G001,02/19/2014,12/15/2014,Complete
5/1A-RN,51P,F7485G1,FS1T,FS1T,367A7485G001,08/31/2016,10/12/2016,Complete
5/1A-RN,51P,F7408G1,FS2T,FS2T,367A7408G001,12/18/2013,10/23/2014,Complete
5/1A-RN,51P,F6674G1,FS2T,FS2T,367A6674G001,04/15/2014,09/16/2014,Complete
5/1A-RN,51P,F5231G4,FS2T,FS2T,367A5231G004,10/23/2013,01/21/2014,Complete
5/1A-RN,51P,F6424G24,FS2T,FS2T,367A6424G024,01/10/2013,02/12/2013,Complete
5/1A-RN,51P,F7408G2,FS2T,FS2T,367A7408G002,09/29/2014,11/11/2014,Complete
5/1A-RN,51P,F7041G3,FS2T,FS2T,367A7041G003,11/03/2015,04/14/2016,Active
5/1A-RN,51P,F7408G3,FS2T,FS2T,367A7408G003,11/18/2014,03/31/2015,Complete
5/1A-RN,51P,F7408G1,FS2V,FS2V,367A7408G001,12/18/2013,10/23/2014,Complete
5/1A-RN,51P,F7408G2,FS2V,FS2V,367A7408G002,09/29/2014,11/11/2014,Complete
5/1A-RN,51P,F7041G3,FS2V,FS2V,367A7041G003,11/03/2015,04/14/2016,Active
5/1A-RN,51P,F6787G2,FS2V,FS2V,367A6787G002,#N/A,#N/A,#N/A
5/1A-RN,51P,F6503G1,FS2V,FS2V,367A6503G001,03/24/2014,07/01/2014,Complete
5/1A-RN,51P,F6424G24,FS2V,FS2V,367A6424G024,01/10/2013,02/12/2013,Complete
5/1A-RN,51P,F6674G1,FS2V,FS2V,367A6674G001,04/15/2014,09/16/2014,Complete
5/1A-RN,51P,F7408G3,FS2V,FS2V,367A7408G003,11/18/2014,03/31/2015,Complete
5/1A-RN,51P,F5231G4,FS2V,FS2V,367A5231G004,10/23/2013,01/21/2014,Complete
5/1A-RN,51P,F7408G2,FS2Y,FS2Y,367A7408G002,09/29/2014,11/11/2014,Complete
5/1A-RN,51P,F6336G7,FS2Y,FS2Y,367A6336G007,08/05/2013,05/07/2014,Complete
5/1A-RN,51P,F5813G3,FS2Y,FS2Y,367A5813G003,08/20/2013,07/08/2014,Complete
5/1A-RN,51P,F6503G1,FS2Y,FS2Y,367A6503G001,03/24/2014,07/01/2014,Complete
5/1A-RN,51P,F6424G24,FS2Y,FS2Y,367A6424G024,01/10/2013,02/12/2013,Complete
5/1A-RN,51P,F7041G3,FS2Y,FS2Y,367A7041G003,11/03/2015,04/14/2016,Active
5/1A-RN,51P,F6674G1,FS2Y,FS2Y,367A6674G001,04/15/2014,09/16/2014,Complete
5/1A-RN,51P,F7408G4,FS2Y,FS2Y,367A7408G004,10/04/2016,11/23/2016,Complete
5/1A-RN,51P,F7408G1,FS2Z,FS2Z,367A7408G001,12/18/2013,10/23/2014,Complete
5/1A-RN,51P,F5231G4,FS2Z,FS2Z,367A5231G004,10/23/2013,01/21/2014,Complete
5/1A-RN,51P,F5813G3,FS2Z,FS2Z,367A5813G003,08/20/2013,07/08/2014,Complete
5/1A-RN,51P,F7041G3,FS2Z,FS2Z,367A7041G003,11/03/2015,04/14/2016,Active
5/1A-RN,51P,F7408G2,FS2Z,FS2Z,367A7408G002,09/29/2014,11/11/2014,Complete
5/1A-RN,51P,F7408G4,FS2Z,FS2Z,367A7408G004,10/04/2016,11/23/2016,Complete
5/1A-RN,51P,F6674G1,FS2Z,FS2Z,367A6674G001,04/15/2014,09/16/2014,Complete
5/1A-RN,51P,F7408G3,FS2Z,FS2Z,367A7408G003,11/18/2014,03/31/2015,Complete
5/1A-RN,51P,F6503G1,FS2Z,FS2Z,367A6503G001,03/24/2014,07/01/2014,Complete
5/1A-RN,51P,F6424G24,FS2Z,FS2Z,367A6424G024,01/10/2013,02/12/2013,Complete
5/1A-RN,51P,F6424G24,FS4C,FS4C,367A6424G024,01/10/2013,02/12/2013,Complete
5/1A-RN,51P,F6503G1,FS6A,FS6A,367A6503G001,03/24/2014,07/01/2014,Complete
5/1A-RN,51P,F6674G1,FS6A,FS6A,367A6674G001,04/15/2014,09/16/2014,Complete
5/1A-RN,51P,F6424G24,FS6A,FS6A,367A6424G024,01/10/2013,02/12/2013,Complete
5/1A-RN,51P,F7408G1,FS6A,FS6A,367A7408G001,12/18/2013,10/23/2014,Complete
5/1A-RN,51P,F6336G7,FS6A,FS6A,367A6336G007,08/05/2013,05/07/2014,Complete
5/1A-RN,51P,F7041G3,FS6A,FS6A,367A7041G003,11/03/2015,04/14/2016,Active
5/1A-RN,51P,F5231G4,FS6A,FS6A,367A5231G004,10/23/2013,01/21/2014,Complete
5/1A-RN,51P,F5813G3,FS6A,FS6A,367A5813G003,08/20/2013,07/08/2014,Complete
5/1A-RN,51P,F7408G4,FS6A,FS6A,367A7408G004,10/04/2016,11/23/2016,Complete
5/1A-RN,51P,F7408G3,FS6A,FS6A,367A7408G003,11/18/2014,03/31/2015,Complete
5/1A-RN,51P,F7408G2,FS6A,FS6A,367A7408G002,09/29/2014,11/11/2014,Complete
5/1A-RN,51P,F6424G24,FT3C,FT3C,367A6424G024,01/10/2013,02/12/2013,Complete
5/1A-RN,51P,F6115G4,FT3C,FT3C,367A6115G004,10/21/2015,05/10/2016,Active
5/1A-RN,51P,F6028G5,FT3C,FT3C,367A6028G005,12/04/2013,01/22/2014,Complete
5/1A-RN,51P,F6115G5,FT3C,FT3C,367A6115G005,07/20/2016,05/18/2017,Active
5/1A-RN,51P,F7446G2,FT3C,FT3C,367A7446G002,11/20/2013,02/27/2014,Complete
5/1A-RN,51P,F6424G24,FT3M,FT3M,367A6424G024,01/10/2013,02/12/2013,Complete
5/1A-RN,51P,F6674G1,FT3M,FT3M,367A6674G001,04/15/2014,09/16/2014,Complete
5/1A-RN,51P,F6424G37,FT3R,FT3R,367A6424G037,03/17/2015,08/20/2015,Complete
5/1A-RN,51P,F7506G1,FT3R,FT3R,#N/A,05/11/2017,06/23/2017,Complete
5/1A-RN,51P,F5813G3,FT7J,FT7J,367A5813G003,08/20/2013,07/08/2014,Complete
5/1A-RN,51P,F6336G9,FT7J,FT7J,367A6336G009,07/17/2015,09/01/2015,Complete
5/1A-RN,51P,F7451G3,FT7J,FT7J,367A7451G003,03/27/2014,08/26/2014,Complete
5/1A-RN,51P,F7091G2,FT7J,FT7J,367A7091G002,10/31/2014,01/23/2015,Complete
5/1A-RN,51P,F5231G4,FT7J,FT7J,367A5231G004,10/23/2013,01/21/2014,Complete
5/1A-RN,51P,F6503G1,FT7J,FT7J,367A6503G001,03/24/2014,07/01/2014,Complete
5/1A-RN,51P,F7408G3,FT7J,FT7J,367A7408G003,11/18/2014,03/31/2015,Complete
5/1A-RN,51P,F7446G2,FT7J,FT7J,367A7446G002,11/20/2013,02/27/2014,Complete
5/1A-RN,51P,F7408G2,FT7J,FT7J,367A7408G002,09/29/2014,11/11/2014,Complete
5/1A-RN,51P,F6674G1,FT7J,FT7J,367A6674G001,04/15/2014,09/16/2014,Complete
5/1A-RN,51P,F7041G3,FT7J,FT7J,367A7041G003,11/03/2015,04/14/2016,Active
5/1A-RN,51P,F7408G1,FT7J,FT7J,367A7408G001,12/18/2013,10/23/2014,Complete
5/1A-RN,51P,F6424G24,FT7J,FT7J,367A6424G024,01/10/2013,02/12/2013,Complete
5/1A-RN,51P,F7408G4,FT7J,FT7J,367A7408G004,10/04/2016,11/23/2016,Complete
5/1A-RN,51P,F7408G3,FT8A,FT8A,367A7408G003,11/18/2014,03/31/2015,Complete
5/1A-RN,51P,F7408G2,FT8A,FT8A,367A7408G002,09/29/2014,11/11/2014,Complete
5/1A-RN,51P,F6424G24,FT8A,FT8A,367A6424G024,01/10/2013,02/12/2013,Complete
5/1A-RN,51P,F7408G1,FT8A,FT8A,367A7408G001,12/18/2013,10/23/2014,Complete
5/1A-RN,51P,F5231G4,FT8A,FT8A,367A5231G004,10/23/2013,01/21/2014,Complete
5/1A-RN,51P,F7041G3,FZ1Z,FZ1Z,367A7041G003,11/03/2015,04/14/2016,Active
5/1A-RN,51P,F6336G8,FZ1Z,FZ1Z,367A6336G008,06/26/2015,08/04/2015,Complete
5/1A-RN,51P,F6503G2,FZ1Z,FZ1Z,367A6503G002,11/03/2016,01/16/2017,Complete
5/1A-RN,51P,F5954G9,FZ1Z,FZ1Z,367A5954G009,11/24/2016,04/04/2017,Complete
5/1A-RN,51P,F6424G35,FZ1Z,FZ1Z,367A6424G035,12/05/2014,11/09/2015,Complete
5/1A-RN,51P,F7485G1,FZ1Z,FZ1Z,367A7485G001,08/31/2016,10/12/2016,Complete
5/1A-RN,51P,F7431G1,FZ1Z,FZ1Z,367A7431G001,06/28/2016,09/29/2017,Cancel
5/1A-RN,51P,F5418G5,FZ1Z,FZ1Z,367A5418G005,10/27/2016,12/15/2016,Complete
5/1A-RN,51P,F6427G2,FZ1Z,FZ1Z,367A6427G002,11/26/2014,01/13/2015,Complete
5/1A-RN,51P,F6533G2,FZ1Z,FZ1Z,367A6533G002,10/29/2015,06/02/2016,Complete
5/1A-RN,51P,F6787G1,FZ1Z,FZ1Z,367A6787G001,07/22/2015,10/07/2015,Complete
5/1A-RN,51P,F5688G4,FZ1Z,FZ1Z,367A5688G004,12/02/2016,04/06/2017,Complete
5/1A-RN,51P,F3832G6,FZ1Z,FZ1Z,367A3832G006,#N/A,#N/A,#N/A
5/1A-RN,51P,F7040G17,FZ1Z,FZ1Z,367A7040G017,03/02/2017,08/10/2017,Active
5/1A-RN,51P,F6424G36,FZ1Z,FZ1Z,367A6424G036,12/18/2014,07/06/2016,Complete
5/1A-RN,51P,F7364G1,FZ1Z,FZ1Z,367A7364G001,02/19/2014,12/15/2014,Complete
5/1A-RN,51P,F7506G1,FZ1Z,FZ1Z,#N/A,05/11/2017,06/23/2017,Complete
5/1A-RN,51P,F6754G6,FZ1Z,FZ1Z,#N/A,#N/A,#N/A,#N/A
5/1A-RN,51P,F7387G1,FZ1Z,FZ1Z,367A7387G001,06/15/2015,07/14/2015,Complete
5/1A-RN,51PA,F5215G5,FK3YC,FK3Y,367A5215G005,07/09/2014,09/22/2014,Complete
5/1A-RN,51PA,F7393G3,FA1J,FA1J,367A7393G003,07/29/2013,10/06/2015,Active
5/1A-RN,51PA,F6095G3,FB2J,FB2J,367A6095G003,04/02/2014,01/08/2015,Complete
5/1A-RN,51PA,F5642G8,FB2J,FB2J,367A5642G008,04/28/2015,09/24/2015,Complete
5/1A-RN,51PA,F6424G32,FC1K,FC1K,367A6424G032,12/18/2012,11/20/2013,Complete
5/1A-RN,51PA,F5506G4,FC3A,FC3A,367A5506G004,09/26/2016,12/21/2016,Active
5/1A-RN,51PA,F5506G3,FC3F,FC3F,367A5506G003,#N/A,#N/A,#N/A
5/1A-RN,51PA,F3858G8,FD4A,FD4A,367A3858G008,01/25/2013,09/24/2013,Complete
5/1A-RN,51PA,F3858G8,FD4B,FD4B,367A3858G008,01/25/2013,09/24/2013,Complete
5/1A-RN,51PA,F3858G8,FD4D,FD4D,367A3858G008,01/25/2013,09/24/2013,Complete
5/1A-RN,51PA,F3858G9,FD4H,FD4H,367A3858G009,01/25/2013,12/02/2014,Complete
5/1A-RN,51PA,F3858G8,FD5E,FD5E,367A3858G008,01/25/2013,09/24/2013,Complete
5/1A-RN,51PA,F3858G9,FG1A,FG1A,367A3858G009,01/25/2013,12/02/2014,Complete
5/1A-RN,51PA,F7393G18,FG1A,FG1A,367A7393G018,01/16/2015,10/16/2015,Complete
5/1A-RN,51PA,F3858G10,FG1D,FG1D,367A3858G010,01/31/2013,04/25/2013,Complete
5/1A-RN,51PA,F3858G8,FK5J,FK5J,367A3858G008,01/25/2013,09/24/2013,Complete
5/1A-RN,51PA,F5215G4,FK5N,FK5N,367A5215G004,01/20/2014,07/30/2014,Complete
5/1A-RN,51PA,F5215G4,FK8X,FK8X,367A5215G004,01/20/2014,07/30/2014,Complete
5/1A-RN,51PA,F5744G2,FK8X,FK8X,367A5744G002,03/19/2014,02/11/2015,Complete
5/1A-RN,51PA,F7393G10,FK8X,FK8X,367A7393G010,10/28/2013,02/10/2015,Complete
5/1A-RN,51PA,F5215G4,FM1K,FM1K,367A5215G004,01/20/2014,07/30/2014,Complete
5/1A-RN,51PA,F5215G4,FP3B,FP3B,367A5215G004,01/20/2014,07/30/2014,Complete
5/1A-RN,51PA,F7436G1,FS2Y,FS2Y,367A7436G001,03/21/2016,04/29/2016,Complete
5/1A-RN,51PA,F7496G1,FS2Y,FS2Y,367A7496G001,11/01/2016,12/30/2016,Complete
5/1A-RN,51PA,F7496G1,FS6A,FS6A,367A7496G001,11/01/2016,12/30/2016,Complete
5/1A-RN,51PA,F3858G9,FT7I,FT7I,367A3858G009,01/25/2013,12/02/2014,Complete
5/1A-RN,51PA,F3858G8,FT7I,FT7I,367A3858G008,01/25/2013,09/24/2013,Complete
5/1A-RN,51PA,F7436G1,FT7J,FT7J,367A7436G001,03/21/2016,04/29/2016,Complete
5/1A-RN,51PA,F6368G12,FT7J,FT7J,367A6368G012,03/17/2015,05/11/2015,Complete
5/1A-RN,51PA,F7496G1,FT7J,FT7J,367A7496G001,11/01/2016,12/30/2016,Complete
5/1A-RN,51PA,F6368G13,FT7J,FT7J,367A6368G013,03/22/2016,05/04/2016,Complete
5/1A-RN,51PA,F3858G8,FW4B,FW4B,367A3858G008,01/25/2013,09/24/2013,Complete
5/1A-RN,51RN,F6556G9,FD4H,FD4H,367A6556G009,02/27/2013,01/02/2015,Complete
5/2A-E,52B,F7513G1,FF1K,FF1K,367A7513G001,02/15/2017,03/28/2017,Active
5/2A-E,52B,F7513G3,FF1K,FF1K,#N/A,03/27/2017,06/16/2017,Active
5/2A-E,52B,F7513G4,FF1K,FF1K,#N/A,03/27/2017,06/16/2017,Active
5/2A-E,52B,F7513G3,FK5K,FK5K,#N/A,03/27/2017,06/16/2017,Active
5/2A-E,52B,F7513G1,FK5K,FK5K,367A7513G001,02/15/2017,03/28/2017,Active
5/2A-E,52B,F7513G4,FK5K,FK5K,#N/A,03/27/2017,06/16/2017,Active
5/2A-E,52B,F7513G3,FK5N,FK5N,#N/A,03/27/2017,06/16/2017,Active
5/2A-E,52B,F7513G1,FK5N,FK5N,367A7513G001,02/15/2017,03/28/2017,Active
5/2A-E,52B,F7513G4,FK5N,FK5N,#N/A,03/27/2017,06/16/2017,Active
5/2A-E,52B,F7371G1,FT2B,FT2B,367A7371G001,03/21/2014,07/22/2014,Complete
5/2A-E,52B,F7371G1,FT7J,FT7J,367A7371G001,03/21/2014,07/22/2014,Complete
5/2A-E,52B,F7513G2,FT7J,FT7J,#N/A,02/15/2017,04/06/2017,Active
5/2A-E,52B,F7513G2,FZ1Z,FZ1Z,#N/A,02/15/2017,04/06/2017,Active
5/2A-E,52B,F7371G1,FZ1Z,FZ1Z,367A7371G001,03/21/2014,07/22/2014,Complete
5/2A-E,52C,F7460G1,FZ2F,FZ2F,367A7460G001,07/03/2015,08/17/2015,Complete
5/2A-E,52D,F6346G5,FM1K,FM1K,367A6346G005,02/22/2013,05/28/2013,Complete
5/2A-E,52D,F6346G6,FM1K,FM1K,367A6346G006,05/08/2013,10/29/2013,Complete
5/2A-E,52D,F6888G72,FZ1Z,FZ1Z,367A6888G072,07/14/2014,09/03/2014,Complete
5/2A-E,52D,F6888G78,FZ1Z,FZ1Z,367A6888G078,09/19/2014,04/15/2015,Complete
6/1A-C,61B,F7274G5,FG2KA,FG2K,367A7274G005,02/28/2014,01/22/2015,Review
6/1A-C,61B,F7274G2,FG2KA,FG2K,367A7274G002,06/03/2013,01/07/2014,Complete
6/1A-C,61B,F6512G1,FG2KA,FG2K,367A6512G001,05/30/2014,02/04/2015,Complete
6/1A-C,61B,F7452G1,FG2KA,FG2K,367A7452G001,04/04/2014,09/19/2014,Complete
6/1A-C,61B,F7274G4,FG2KA,FG2K,367A7274G004,02/28/2014,08/28/2014,Complete
6/1A-C,61B,F7452G1,FG2RA,FG2R,367A7452G001,04/04/2014,09/19/2014,Complete
6/1A-C,61B,F5710G6,FG2RA,FG2R,367A5710G006,09/23/2013,02/07/2014,Complete
6/1A-C,61B,F5710G6,FG2RB,FG2R,367A5710G006,09/23/2013,02/07/2014,Complete
6/1A-C,61B,F5710G6,FG2RC,FG2R,367A5710G006,09/23/2013,02/07/2014,Complete
6/1A-C,61B,F7452G1,FG2RC,FG2R,367A7452G001,04/04/2014,09/19/2014,Complete
6/1A-C,61B,F5710G6,FG2RD,FG2R,367A5710G006,09/23/2013,02/07/2014,Complete
6/1A-C,61B,F5710G6,FG2RE,FG2R,367A5710G006,09/23/2013,02/07/2014,Complete
6/1A-C,61B,F7463G2,FK2DC,FK2D,367A7463G002,#N/A,#N/A,#N/A
6/1A-C,61B,F7032G12,FK2DD,FK2D,367A7032G012,03/25/2013,07/16/2013,Complete
6/1A-C,61B,F6567G1,FK2DD,FK2D,367A6567G001,09/24/2014,04/07/2015,Complete
6/1A-C,61B,F5710G6,FK2DD,FK2D,367A5710G006,09/23/2013,02/07/2014,Complete
6/1A-C,61B,F7274G4,FK3YA,FK3Y,367A7274G004,02/28/2014,08/28/2014,Complete
6/1A-C,61B,F7274G5,FK3YA,FK3Y,367A7274G005,02/28/2014,01/22/2015,Review
6/1A-C,61B,F7274G2,FK3YA,FK3Y,367A7274G002,06/03/2013,01/07/2014,Complete
6/1A-C,61B,F7452G1,FK3YA,FK3Y,367A7452G001,04/04/2014,09/19/2014,Complete
6/1A-C,61B,F7044G14,FK3YC,FK3Y,#N/A,#N/A,#N/A,#N/A
6/1A-C,61B,F7044G8,FK3YC,FK3Y,367A7044G008,08/04/2016,04/19/2017,Complete
6/1A-C,61B,F5254G13,FK3YC,FK3Y,367A5254G013,02/03/2015,06/30/2015,Active
6/1A-C,61B,F7466G1,FK3YC,FK3Y,367A7466G001,01/11/2016,09/20/2016,Complete
6/1A-C,61B,F6688G7,FK3YC,FK3Y,367A6688G007,08/01/2014,09/04/2015,Archive
6/1A-C,61B,F7044G3,FK3YC,FK3Y,367A7044G003,02/24/2015,02/17/2016,Complete
6/1A-C,61B,F6512G1,FK3YC,FK3Y,367A6512G001,05/30/2014,02/04/2015,Complete
6/1A-C,61B,F7044G9,FK3YC,FK3Y,367A7044G009,08/04/2016,08/25/2017,Active
6/1A-C,61B,F6890G5,FK3YC,FK3Y,367A6890G005,03/07/2016,08/03/2016,Complete
6/1A-C,61B,F7381G5,FK3YC,FK3Y,#N/A,#N/A,#N/A,#N/A
6/1A-C,61B,F7044G4,FK3YC,FK3Y,367A7044G004,01/13/2016,09/12/2016,Complete
6/1A-C,61B,F7044G5,FK3YC,FK3Y,367A7044G005,05/11/2016,06/28/2017,Active
6/1A-C,61B,F6532G03,FR2GA,FR2G,367A6532G003,10/14/2016,12/15/2016,Active
6/1A-C,61B,F7400G2,FR2GA,FR2G,367A7400G002,06/17/2016,12/21/2016,Active
6/1A-C,61B,F7515G1,FR2GA,FR2G,367A7515G001,02/21/2017,04/13/2017,Complete
6/1A-C,61B,F4899G6,FR2GA,FR2G,367A4899G006,07/12/2016,02/28/2017,Complete
6/1A-C,61B,F5227G6,FR2GA,FR2G,367A5227G006,02/24/2017,03/10/2017,Cancel
6/1A-C,61B,F6010G5,FR2GA,FR2G,367A6010G005,11/19/2015,04/19/2016,Complete
6/1A-C,61B,F6381G10,FR2GB,FR2G,367A6381G010,02/17/2017,05/24/2017,Complete
6/1A-C,61B,F4899G6,FS4KA,FS4K,367A4899G006,07/12/2016,02/28/2017,Complete
6/1A-C,61B,F6010G5,FS4KA,FS4K,367A6010G005,11/19/2015,04/19/2016,Complete
6/1A-C,61B,F5105G7,FS4KA,FS4K,367A5105G007,09/10/2014,01/08/2015,Complete
6/1A-C,61B,F6051G7,FS4KA,FS4K,367A6051G007,10/19/2015,04/08/2016,Complete
6/1A-C,61B,F6170G7,FS4KA,FS4K,367A6170G007,09/26/2016,03/06/2017,Complete
6/1A-C,61B,F7463G1,FS4KA,FS4K,367A7463G001,08/17/2015,09/22/2015,Complete
6/1A-C,61B,F6676G2,FS4KA,FS4K,367A6676G002,06/04/2014,09/10/2014,Complete
6/1A-C,61B,F7207G2,FW4VA,FW4V,367A7207G002,06/21/2012,11/14/2013,Complete
6/1A-C,61B,F7340G1,FW4VB,FW4V,367A7340G001,03/22/2013,05/09/2013,Complete
6/1A-C,61B,F7147G3,FW4VC,FW4V,367A7147G003,08/29/2012,07/07/2015,Complete
6/1A-C,61B,F6051G7,CR3B,CR3B,367A6051G007,10/19/2015,04/08/2016,Complete
6/1A-C,61B,F7381G4,CR3B,CR3B,367A7381G004,06/07/2016,11/30/2016,Complete
6/1A-C,61B,F7381G3,CR3B,CR3B,367A7381G003,08/13/2015,02/26/2016,Complete
6/1A-C,61B,F6761G2,CR3L,CR3L,367A6761G002,03/18/2015,08/25/2015,Complete
6/1A-C,61B,F7512G4,FA1A,FA1A,#N/A,#N/A,#N/A,#N/A
6/1A-C,61B,F7512G1,FA1A,FA1A,367A7512G001,#N/A,#N/A,#N/A
6/1A-C,61B,F7044G14,FA1A,FA1A,#N/A,#N/A,#N/A,#N/A
6/1A-C,61B,F7512G2,FA1A,FA1A,#N/A,#N/A,#N/A,#N/A
