id_project,desc_state
F5584G6,Active
F5584G6,Active
F5584G6,Active
F5584G6,Active
F5584G7,Active
F5589G2,Complete
F5589G2,Complete
F5591G3,Active
F5596G7,Complete
F5618G10,Complete
F5618G10,Complete
F5618G10,Complete
F5618G10,Complete
F5618G11,Active
F5618G11,Active
F5618G11,Active
F5618G11,Active
F5618G11,Active
F5618G11,Active
F5618G11,Active
F5618G11,Active
F5618G12,Complete
F5631G6,Complete
F5634G4,Complete
F5634G5,Complete
F5634G5,Complete
F5634G6,Complete
F5634G6,Complete
F5638G2,Complete
F5638G2,Complete
F5638G3,Complete
F5642G8,Complete
F5648G11,Complete
F5648G8,Complete
F5648G9,Complete
F5648G9,Complete
F5648G9,Complete
F5648G9,Complete
F5648G9,Complete
F5648G9,Complete
F5648G9,Complete
F5648G9,Complete
F5652G17,Active
F5652G17,Active
F5652G17,Active
F5652G17,Active
F5652G17,Active
F5652G17,Active
F5652G17,Active
F5652G17,Active
F5652G17,Active
F5652G17,Active
F5652G17,Active
F5652G17,Active
F5654G3,Complete
F5654G4,Active
F5654G4,Active
F5654G4,Active
F5654G4,Active
F5654G5,Active
F5654G5,Active
F5654G5,Active
F5654G5,Active
F5658G09,Complete
F5658G09,Complete
F5658G09,Complete
F5658G09,Complete
F5658G09,Complete
F5658G09,Complete
F5658G09,Complete
F5658G09,Complete
F5658G09,Complete
F5658G09,Complete
F5658G09,Complete
F5658G09,Complete
F5658G09,Complete
F5658G09,Complete
F5658G09,Complete
F5658G09,Complete
F5658G09,Complete
F5658G09,Complete
F5658G09,Complete
F5658G09,Complete
F5658G09,Complete
F5658G09,Complete
F5658G09,Complete
F5658G09,Complete
F5658G09,Complete
F5658G09,Complete
F5658G10,Active
F5658G10,Active
F5658G10,Active
F5658G10,Active
F5658G10,Active
F5658G10,Active
F5658G10,Active
F5658G10,Active
F5658G10,Active
F5658G10,Active
F5658G10,Active
F5658G10,Active
F5658G10,Active
F5658G10,Active
F5658G11,Active
F5658G11,Active
F5658G11,Active
F5658G5,Complete
F5658G5,Complete
F5658G5,Complete
F5658G5,Complete
F5658G5,Complete
F5658G5,Complete
F5658G5,Complete
F5658G5,Complete
F5658G6,Complete
F5658G6,Complete
F5658G7,Complete
F5658G7,Complete
F5658G7,Complete
F5658G7,Complete
F5658G7,Complete
F5658G8,Complete
F5658G8,Complete
F5658G8,Complete
F5658G8,Complete
F5658G8,Complete
F5658G8,Complete
F5665G6,Complete
F5665G8,Complete
F5665G8,Complete
F5665G8,Complete
F5672G6,Complete
F5682G12,Complete
F5682G12,Complete
F5682G12,Complete
F5682G12,Complete
F5682G12,Complete
F5682G12,Complete
F5682G12,Complete
F5682G12,Complete
F5682G12,Complete
F5682G12,Complete
F5682G13,Complete
F5682G13,Complete
F5682G13,Complete
F5682G13,Complete
F5682G13,Complete
F5682G13,Complete
F5682G13,Complete
F5682G13,Complete
F5682G13,Complete
F5682G13,Complete
F5685G3,Complete
F5685G3,Complete
F5685G3,Complete
F5685G3,Complete
F5685G4,Complete
F5688G4,Complete
F5694G3,Complete
F5694G4,Complete
F5698G3,Complete
F5698G3,Complete
F5704G10,Complete
F5704G11,Complete
F5704G11,Complete
F5704G13,Complete
F5704G8,Complete
F5704G8,Complete
F5704G9,Complete
F5707G6,Complete
F5708G5,Complete
F5708G6,Active
F5710G5,Complete
F5710G6,Complete
F5710G6,Complete
F5710G6,Complete
F5710G6,Complete
F5710G6,Complete
F5710G6,Complete
F5710G6,Complete
F5710G7,Complete
F5710G8,Complete
F5713G2,Complete
F5713G2,Complete
F5713G2,Complete
F5714G7,Active
F5714G7,Active
F5714G7,Active
F5714G7,Active
F5714G7,Active
F5714G7,Active
F5714G7,Active
F5714G7,Active
F5714G7,Active
F5714G7,Active
F5714G7,Active
F5714G7,Active
F5714G7,Active
F5714G7,Active
F5714G7,Active
F5714G7,Active
F5719G2,Complete
F5720G2,Complete
F5720G2,Complete
F5720G3,Active
F5720G4,Active
F5720G4,Active
F5720G4,Active
F5720G4,Active
F5720G4,Active
F5720G4,Active
F5720G4,Active
F5720G4,Active
F5720G4,Active
F5720G4,Active
F5720G4,Active
F5720G4,Active
F5720G4,Active
F5720G4,Active
F5720G4,Active
F5720G4,Active
F5720G4,Active
F5720G4,Active
F5720G4,Active
F5720G4,Active
F5720G4,Active
F5720G4,Active
F5720G4,Active
F5720G4,Active
F5720G4,Active
F5720G4,Active
F5720G4,Active
F5720G4,Active
F5720G4,Active
F5720G4,Active
F5720G4,Active
F5720G4,Active
F5720G4,Active
F5720G4,Active
F5720G4,Active
F5720G4,Active
F5720G5,Complete
F5720G5,Complete
F5721G13,Complete
F5721G13,Complete
F5721G13,Complete
F5724G3,Complete
F5724G4,Active
F5742G11,Complete
F5742G11,Complete
F5742G11,Complete
F5742G12,Complete
F5742G13,Active
F5742G13,Active
F5742G13,Active
F5742G13,Active
F5742G13,Active
F5744G2,Complete
F5746G56,Complete
F5746G56,Complete
F5746G56,Complete
F5746G57,Complete
F5746G57,Complete
F5746G57,Complete
F5746G58,Complete
F5746G58,Complete
F5746G58,Complete
F5746G60,Complete
F5746G60,Complete
F5746G60,Complete
F5746G60,Complete
F5746G60,Complete
F5746G60,Complete
F5746G60,Complete
F5746G61,Complete
F5746G61,Complete
F5746G61,Complete
F5746G61,Complete
F5746G61,Complete
F5746G61,Complete
F5746G61,Complete
F5746G61,Complete
F5746G61,Complete
F5746G61,Complete
F5746G61,Complete
F5746G61,Complete
F5746G61,Complete
F5746G61,Complete
F5746G61,Complete
F5746G61,Complete
F5746G61,Complete
F5746G61,Complete
F5746G62,Complete
F5746G64,Complete
F5746G65,Complete
F5746G66,Active
F5746G67,Complete
F5746G67,Complete
F5746G67,Complete
F5746G67,Complete
F5746G67,Complete
F5746G67,Complete
F5746G67,Complete
F5746G71,Active
F5746G71,Active
F5746G73,Active
F5746G73,Active
F5746G73,Active
F5746G73,Active
F5746G73,Active
F5746G73,Active
F5746G74,Active
F5746G74,Active
F5746G74,Active
F5748G5,Complete
F5748G5,Complete
F5748G5,Complete
F5748G6,Complete
F5748G6,Complete
F5748G6,Complete
F5748G6,Complete
F5748G6,Complete
F5748G6,Complete
F5748G6,Complete
F5748G6,Complete
F5748G7,Complete
F5748G7,Complete
F5748G7,Complete
F5748G7,Complete
F5748G7,Complete
F5748G7,Complete
F5748G7,Complete
F5761G7,Complete
F5772G12,Complete
F5772G12,Complete
F5772G13,Complete
F5772G13,Complete
F5772G14,Complete
F5772G14,Complete
F5772G15,Complete
F5778G6,Active
F5781G4,Active
F5781G4,Active
F5781G5,Active
F5785G10,Active
F5785G10,Active
F5785G6,Complete
F5785G7,Complete
F5785G9,Active
F5785G9,Active
F5785G9,Active
F5785G9,Active
F5785G9,Active
F5785G9,Active
F5785G9,Active
F5785G9,Active
F5785G9,Active
F5785G9,Active
F5786G10,Complete
F5786G10,Complete
F5786G10,Complete
F5786G10,Complete
F5786G10,Complete
F5786G10,Complete
F5786G10,Complete
