"","id_req","desc_cat1","desc_cat2","desc_cat3","desc_cat4","id_frame","id_project"
"1793","FK1G","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL UPGRADES","MISCELLANEOUS CONTROLS MODS","MISCELLANEOUS CONTROLS MODS","6FA.01","F5890G11"
"1794","FK1G","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL UPGRADES","MISCELLANEOUS CONTROLS MODS","MISCELLANEOUS CONTROLS MODS","6FA.01","F6914G4"
"1795","FK1G","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL UPGRADES","MISCELLANEOUS CONTROLS MODS","MISCELLANEOUS CONTROLS MODS","9FB.02","F5742G12"
"1796","FK1G","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL UPGRADES","MISCELLANEOUS CONTROLS MODS","MISCELLANEOUS CONTROLS MODS","9FB.02","F7264G8"
"1797","FK1G","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL UPGRADES","MISCELLANEOUS CONTROLS MODS","MISCELLANEOUS CONTROLS MODS","91E","F7269G4"
"1798","FK1G","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL UPGRADES","MISCELLANEOUS CONTROLS MODS","MISCELLANEOUS CONTROLS MODS","7FA.04","F7392G5"
"1799","FK1G","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL UPGRADES","MISCELLANEOUS CONTROLS MODS","MISCELLANEOUS CONTROLS MODS","9FA.02","F6730G5"
"1800","FK1G","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL UPGRADES","MISCELLANEOUS CONTROLS MODS","MISCELLANEOUS CONTROLS MODS","9FB.02","F7138G5"
"1801","FK1G","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL UPGRADES","MISCELLANEOUS CONTROLS MODS","MISCELLANEOUS CONTROLS MODS","91E","F5837G2"
"1802","FK1G","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL UPGRADES","MISCELLANEOUS CONTROLS MODS","MISCELLANEOUS CONTROLS MODS","7FA.03","F6931G9"
"1803","FK1G","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL UPGRADES","MISCELLANEOUS CONTROLS MODS","MISCELLANEOUS CONTROLS MODS","6FA.01","F6414G6"
"1804","FK1G","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL UPGRADES","MISCELLANEOUS CONTROLS MODS","MISCELLANEOUS CONTROLS MODS","91E","F4385G14"
"1805","FK1G","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL UPGRADES","MISCELLANEOUS CONTROLS MODS","MISCELLANEOUS CONTROLS MODS","91E","F7028G15"
"1806","FK1G","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL UPGRADES","MISCELLANEOUS CONTROLS MODS","MISCELLANEOUS CONTROLS MODS","6FA.01","F7348G2"
"1807","FK1G","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL UPGRADES","MISCELLANEOUS CONTROLS MODS","MISCELLANEOUS CONTROLS MODS","6FA.01","F6062G7"
"1808","FK1S","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL UPGRADES","CONTROL SOFTWARE","PROVIDE CONTROL ADJUSTMENT UPRATE WITH NO NEW HARDWARE REQUIRED [FK1S]","9FA.03","F7395G4"
"1809","FK1S","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL UPGRADES","CONTROL SOFTWARE","PROVIDE CONTROL ADJUSTMENT UPRATE WITH NO NEW HARDWARE REQUIRED [FK1S]","9FA.03","F4131G7"
"1810","FK1S","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL UPGRADES","CONTROL SOFTWARE","PROVIDE CONTROL ADJUSTMENT UPRATE WITH NO NEW HARDWARE REQUIRED [FK1S]","9FA.03","F7395G3"
"1811","FK1S","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL UPGRADES","CONTROL SOFTWARE","PROVIDE CONTROL ADJUSTMENT UPRATE WITH NO NEW HARDWARE REQUIRED [FK1S]","6FA.03","F7045G3"
"1812","FK1S","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL UPGRADES","CONTROL SOFTWARE","PROVIDE CONTROL ADJUSTMENT UPRATE WITH NO NEW HARDWARE REQUIRED [FK1S]","9FA.03","F7395G5"
"1813","FK1S","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL UPGRADES","CONTROL SOFTWARE","PROVIDE CONTROL ADJUSTMENT UPRATE WITH NO NEW HARDWARE REQUIRED [FK1S]","9FA.03","F6724G8"
"1814","FK1S","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL UPGRADES","CONTROL SOFTWARE","PROVIDE CONTROL ADJUSTMENT UPRATE WITH NO NEW HARDWARE REQUIRED [FK1S]","9FA.03","F7251G9"
"1815","FK1S","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL UPGRADES","CONTROL SOFTWARE","PROVIDE CONTROL ADJUSTMENT UPRATE WITH NO NEW HARDWARE REQUIRED [FK1S]","7FA.04","F5530G12"
"1816","FK1S","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL UPGRADES","CONTROL SOFTWARE","PROVIDE CONTROL ADJUSTMENT UPRATE WITH NO NEW HARDWARE REQUIRED [FK1S]","209C-7","F6724G8"
"1817","FK1S","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL UPGRADES","CONTROL SOFTWARE","PROVIDE CONTROL ADJUSTMENT UPRATE WITH NO NEW HARDWARE REQUIRED [FK1S]","7FA.03","F5530G11"
"1818","FK1S","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL UPGRADES","CONTROL SOFTWARE","PROVIDE CONTROL ADJUSTMENT UPRATE WITH NO NEW HARDWARE REQUIRED [FK1S]","9FA.03","F7251G8"
"1819","FK1Z","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL UPGRADES","CONTROL HARDWARE","MARK VI TO VIE MIGRATION [FK1Z]","7FA.04","F6174G4"
"1820","FK1Z","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL UPGRADES","CONTROL HARDWARE","MARK VI TO VIE MIGRATION [FK1Z]","7FA.04","F7360G17"
"1821","FK1Z","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL UPGRADES","CONTROL HARDWARE","MARK VI TO VIE MIGRATION [FK1Z]","7FA.03","F5714G7"
"1822","FK1Z","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL UPGRADES","CONTROL HARDWARE","MARK VI TO VIE MIGRATION [FK1Z]","7FA.03","F7360G12"
"1823","FK1Z","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL UPGRADES","CONTROL HARDWARE","MARK VI TO VIE MIGRATION [FK1Z]","7FA.04","F7360G22"
"1824","FK1Z","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL UPGRADES","CONTROL HARDWARE","MARK VI TO VIE MIGRATION [FK1Z]","7FA.04","F6179G15"
"1825","FK1Z","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL UPGRADES","CONTROL HARDWARE","MARK VI TO VIE MIGRATION [FK1Z]","7FA.04","F7360G12"
"1826","FK2C","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY FAST START WITH FAST LOAD CONTROL SEQUENCING [FK2C]","51P","F6968G2"
"1827","FK2C","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY FAST START WITH FAST LOAD CONTROL SEQUENCING [FK2C]","71EA","F6608G1"
"1828","FK2C","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY FAST START WITH FAST LOAD CONTROL SEQUENCING [FK2C]","51LA","F6968G2"
"1829","FK2C","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY FAST START WITH FAST LOAD CONTROL SEQUENCING [FK2C]","51N","F6968G2"
"1830","FK2D","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY OPFLEX PEAK LOAD CONTROL [FK2D]","9FA.03","F7235G3"
"1831","FK2D","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY OPFLEX PEAK LOAD CONTROL [FK2D]","9FA.01","F7144G3"
"1832","FK2D","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY OPFLEX PEAK LOAD CONTROL [FK2D]","9FA.03","F6799G5"
"1833","FK2D","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY OPFLEX PEAK LOAD CONTROL [FK2D]","9FA.03","F6572G8"
"1834","FK2D","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY OPFLEX PEAK LOAD CONTROL [FK2D]","9FA.03","F5746G57"
"1835","FK2D","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY OPFLEX PEAK LOAD CONTROL [FK2D]","7FA.03","F6348G18"
"1836","FK2D","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY OPFLEX PEAK LOAD CONTROL [FK2D]","9FA.03","F5746G56"
"1837","FK2D","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY OPFLEX PEAK LOAD CONTROL [FK2D]","91E","F7031G24"
"1838","FK2D","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY OPFLEX PEAK LOAD CONTROL [FK2D]","7FA.03","F6348G17"
"1839","FK2D","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY OPFLEX PEAK LOAD CONTROL [FK2D]","7FA.03","F6747G14"
"1840","FK2D","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY OPFLEX PEAK LOAD CONTROL [FK2D]","9FA.03","F5746G58"
"1841","FK2D","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY OPFLEX PEAK LOAD CONTROL [FK2D]","9FA.03","F6799G6"
"1842","FK2D","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY OPFLEX PEAK LOAD CONTROL [FK2D]","7FB.04","F7077G9"
"1843","FK2D","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY OPFLEX PEAK LOAD CONTROL [FK2D]","9FA.03","F7395G2"
"1844","FK2D","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY OPFLEX PEAK LOAD CONTROL [FK2D]","7FA.04","F7084G3"
"1845","FK2D","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY OPFLEX PEAK LOAD CONTROL [FK2D]","7FA.03","F5658G8"
"1846","FK2D","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY OPFLEX PEAK LOAD CONTROL [FK2D]","7FA.01","F6980G6"
"1847","FK2D","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY OPFLEX PEAK LOAD CONTROL [FK2D]","9FA.03","F7224G6"
"1848","FK2D","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY OPFLEX PEAK LOAD CONTROL [FK2D]","9FA.03","F7251G6"
"1849","FK2D","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY OPFLEX PEAK LOAD CONTROL [FK2D]","7FA.03","F5959G14"
"1850","FK2D","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY OPFLEX PEAK LOAD CONTROL [FK2D]","9FA.01","F6085G12"
"1851","FK2D","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY OPFLEX PEAK LOAD CONTROL [FK2D]","7FA.03","F6589G5"
"1852","FK2D","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY OPFLEX PEAK LOAD CONTROL [FK2D]","7FA.03","F7075G7"
"1853","FK2D","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY OPFLEX PEAK LOAD CONTROL [FK2D]","7FA.03","F4275G7"
"1854","FK2D","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY OPFLEX PEAK LOAD CONTROL [FK2D]","7FA.03","F6655G14"
"1855","FK2D","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY OPFLEX PEAK LOAD CONTROL [FK2D]","7FA.03","F7288G12"
"1856","FK2D","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY OPFLEX PEAK LOAD CONTROL [FK2D]","91E","F7322G16"
"1857","FK2D","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY OPFLEX PEAK LOAD CONTROL [FK2D]","9FA.03","F7251G5"
"1858","FK2D","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY OPFLEX PEAK LOAD CONTROL [FK2D]","61C","F6118G7"
"1859","FK2D","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY OPFLEX PEAK LOAD CONTROL [FK2D]","7FA.03","F6159G10"
"1860","FK2D","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY OPFLEX PEAK LOAD CONTROL [FK2D]","7FA.01","F6980G5"
"1861","FK2D","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY OPFLEX PEAK LOAD CONTROL [FK2D]","7FA.03","F7075G8"
"1862","FK2D","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY OPFLEX PEAK LOAD CONTROL [FK2D]","7FA.03","F5531G8"
"1863","FK2D","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY OPFLEX PEAK LOAD CONTROL [FK2D]","61B","F6567G1"
"1864","FK2D","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY OPFLEX PEAK LOAD CONTROL [FK2D]","7FA.03","F6791G13"
"1865","FK2D","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY OPFLEX PEAK LOAD CONTROL [FK2D]","6FA.03","F7089G4"
"1866","FK2D","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY OPFLEX PEAK LOAD CONTROL [FK2D]","7FA.03","F6791G7"
"1867","FK2D","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY OPFLEX PEAK LOAD CONTROL [FK2D]","7FA.03","F6744G13"
"1868","FK2D","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY OPFLEX PEAK LOAD CONTROL [FK2D]","71EA","F5495G6"
"1869","FK2D","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY OPFLEX PEAK LOAD CONTROL [FK2D]","91E","F7322G18"
"1870","FK2D","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY OPFLEX PEAK LOAD CONTROL [FK2D]","7FA.03","F4979G11"
"1871","FK2D","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY OPFLEX PEAK LOAD CONTROL [FK2D]","7FA.03","F6156G14"
"1872","FK2D","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY OPFLEX PEAK LOAD CONTROL [FK2D]","7FA.03","F6516G6"
"1873","FK2D","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY OPFLEX PEAK LOAD CONTROL [FK2D]","7FA.04","F5720G4"
"1874","FK2D","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY OPFLEX PEAK LOAD CONTROL [FK2D]","7FA.04","F6588G16"
"1875","FK2D","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY OPFLEX PEAK LOAD CONTROL [FK2D]","9FA.03","F7251G7"
"1876","FK2D","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY OPFLEX PEAK LOAD CONTROL [FK2D]","61B","F5710G6"
"1877","FK2D","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY OPFLEX PEAK LOAD CONTROL [FK2D]","6FA.03","F7318G4"
"1878","FK2D","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY OPFLEX PEAK LOAD CONTROL [FK2D]","7FA.03","F5786G13"
"1879","FK2D","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY OPFLEX PEAK LOAD CONTROL [FK2D]","7FA.03","F7084G3"
"1880","FK2D","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY OPFLEX PEAK LOAD CONTROL [FK2D]","91E","F7322G1"
"1881","FK2D","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY OPFLEX PEAK LOAD CONTROL [FK2D]","7FA.03","F7075G10"
"1882","FK2D","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY OPFLEX PEAK LOAD CONTROL [FK2D]","91E","F7322G17"
"1883","FK2D","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY OPFLEX PEAK LOAD CONTROL [FK2D]","9FA.01","F7144G15"
"1884","FK2D","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY OPFLEX PEAK LOAD CONTROL [FK2D]","91E","F6723G8"
"1885","FK2D","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY OPFLEX PEAK LOAD CONTROL [FK2D]","7FA.03","F6791G9"
"1886","FK2D","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY OPFLEX PEAK LOAD CONTROL [FK2D]","9FA.03","F7404G2"
"1887","FK2D","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY OPFLEX PEAK LOAD CONTROL [FK2D]","7FA.03","F6229G25"
"1888","FK2D","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY OPFLEX PEAK LOAD CONTROL [FK2D]","9FA.03","F6375G11"
"1889","FK2D","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY OPFLEX PEAK LOAD CONTROL [FK2D]","7FA.03","F6156G13"
"1890","FK2D","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY OPFLEX PEAK LOAD CONTROL [FK2D]","7FA.03","F5951G12"
"1891","FK2D","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY OPFLEX PEAK LOAD CONTROL [FK2D]","7FA.03","F6464G4"
"1892","FK2D","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY OPFLEX PEAK LOAD CONTROL [FK2D]","7FA.03","F5136G7"
"1893","FK2D","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY OPFLEX PEAK LOAD CONTROL [FK2D]","91E","F7322G15"
"1894","FK2D","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY OPFLEX PEAK LOAD CONTROL [FK2D]","7FA.03","F6348G15"
"1895","FK2D","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY OPFLEX PEAK LOAD CONTROL [FK2D]","9FA.01","F7307G1"
"1896","FK2D","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY OPFLEX PEAK LOAD CONTROL [FK2D]","7FA.03","F4979G9"
"1897","FK2D","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY OPFLEX PEAK LOAD CONTROL [FK2D]","71EA","F7123G4"
"1898","FK2D","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY OPFLEX PEAK LOAD CONTROL [FK2D]","7FA.01","F6897G4"
"1899","FK2D","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY OPFLEX PEAK LOAD CONTROL [FK2D]","61B","F7032G12"
"1900","FK2D","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY OPFLEX PEAK LOAD CONTROL [FK2D]","7FA.03","F6783G1"
"1901","FK2D","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY OPFLEX PEAK LOAD CONTROL [FK2D]","91E","F7322G14"
"1902","FK2D","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY OPFLEX PEAK LOAD CONTROL [FK2D]","7FA.03","F6348G16"
"1903","FK2D","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY OPFLEX PEAK LOAD CONTROL [FK2D]","71EA","F6158G6"
"1904","FK2D","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY OPFLEX PEAK LOAD CONTROL [FK2D]","7FA.04","F5658G8"
"1905","FK2DA","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY F-CLASS PEAK LOAD [FK2DA]","9FA.03","F7115G3"
"1906","FK2DA","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY F-CLASS PEAK LOAD [FK2DA]","9FA.03","F7251G6"
"1907","FK2DA","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY F-CLASS PEAK LOAD [FK2DA]","7FA.03","F6791G13"
"1908","FK2DA","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY F-CLASS PEAK LOAD [FK2DA]","9FA.03","F5746G56"
"1909","FK2DA","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY F-CLASS PEAK LOAD [FK2DA]","9FA.03","F7235G3"
"1910","FK2DA","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY F-CLASS PEAK LOAD [FK2DA]","9FA.03","F7111G40"
"1911","FK2DA","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY F-CLASS PEAK LOAD [FK2DA]","9FA.03","F6389G8"
"1912","FK2DA","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY F-CLASS PEAK LOAD [FK2DA]","7FA.03","F6348G16"
"1913","FK2DA","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY F-CLASS PEAK LOAD [FK2DA]","7FA.03","F5959G14"
"1914","FK2DA","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY F-CLASS PEAK LOAD [FK2DA]","7FA.03","F6159G10"
"1915","FK2DA","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY F-CLASS PEAK LOAD [FK2DA]","9FA.03","F7224G6"
"1916","FK2DA","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY F-CLASS PEAK LOAD [FK2DA]","9FA.03","F6572G8"
"1917","FK2DA","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY F-CLASS PEAK LOAD [FK2DA]","9FA.03","F7404G2"
"1918","FK2DA","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY F-CLASS PEAK LOAD [FK2DA]","7FA.03","F5658G8"
"1919","FK2DA","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY F-CLASS PEAK LOAD [FK2DA]","7FA.03","F6229G25"
"1920","FK2DA","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY F-CLASS PEAK LOAD [FK2DA]","9FA.01","F7144G3"
"1921","FK2DA","TURBINE CONTROL MODIFICATIONS","TURBINE CONTROL PANEL MODIFICATIONS","CONTROL SOFTWARE","APPLY F-CLASS PEAK LOAD [FK2DA]","9FA.01","F7307G1"
