"","id_req","desc_cat1","desc_cat2","desc_cat3","desc_cat4","id_frame","id_project"
"1","CR3B","Contractural Combustion","Contractural Combustion","COMBUSTION","INCREASE COMBUSTION INSPECTION INTERVAL TO 32,000 HOURS, NON-DRY LOW NOX [CR3B]","91E","F6737G8"
"2","CR3B","Contractural Combustion","Contractural Combustion","COMBUSTION","INCREASE COMBUSTION INSPECTION INTERVAL TO 32,000 HOURS, NON-DRY LOW NOX [CR3B]","71B","F7000G6"
"3","CR3B","Contractural Combustion","Contractural Combustion","COMBUSTION","INCREASE COMBUSTION INSPECTION INTERVAL TO 32,000 HOURS, NON-DRY LOW NOX [CR3B]","71E","F7000G7"
"4","CR3B","Contractural Combustion","Contractural Combustion","COMBUSTION","INCREASE COMBUSTION INSPECTION INTERVAL TO 32,000 HOURS, NON-DRY LOW NOX [CR3B]","91E","F6835G4"
"5","CR3B","Contractural Combustion","Contractural Combustion","COMBUSTION","INCREASE COMBUSTION INSPECTION INTERVAL TO 32,000 HOURS, NON-DRY LOW NOX [CR3B]","91E","F7464G6"
"6","CR3B","Contractural Combustion","Contractural Combustion","COMBUSTION","INCREASE COMBUSTION INSPECTION INTERVAL TO 32,000 HOURS, NON-DRY LOW NOX [CR3B]","61B","F7381G4"
"7","CR3B","Contractural Combustion","Contractural Combustion","COMBUSTION","INCREASE COMBUSTION INSPECTION INTERVAL TO 32,000 HOURS, NON-DRY LOW NOX [CR3B]","91E","F6835G5"
"8","CR3B","Contractural Combustion","Contractural Combustion","COMBUSTION","INCREASE COMBUSTION INSPECTION INTERVAL TO 32,000 HOURS, NON-DRY LOW NOX [CR3B]","71E","F7000G6"
"9","CR3B","Contractural Combustion","Contractural Combustion","COMBUSTION","INCREASE COMBUSTION INSPECTION INTERVAL TO 32,000 HOURS, NON-DRY LOW NOX [CR3B]","61B","F7381G3"
"10","CR3B","Contractural Combustion","Contractural Combustion","COMBUSTION","INCREASE COMBUSTION INSPECTION INTERVAL TO 32,000 HOURS, NON-DRY LOW NOX [CR3B]","61B","F6051G7"
"11","CR3B","Contractural Combustion","Contractural Combustion","COMBUSTION","INCREASE COMBUSTION INSPECTION INTERVAL TO 32,000 HOURS, NON-DRY LOW NOX [CR3B]","91E","F7464G7"
"12","CR3B","Contractural Combustion","Contractural Combustion","COMBUSTION","INCREASE COMBUSTION INSPECTION INTERVAL TO 32,000 HOURS, NON-DRY LOW NOX [CR3B]","71EA","F7000G8"
"13","CR3B","Contractural Combustion","Contractural Combustion","COMBUSTION","INCREASE COMBUSTION INSPECTION INTERVAL TO 32,000 HOURS, NON-DRY LOW NOX [CR3B]","91E","F7464G1"
"14","CR3L","Contractural Combustion","Contractural Combustion","COMBUSTION","EXTENDED COMBUSTION INSPECTION INTERVAL TO 24,000 HOURS FOR DRY LOW NOX 2.6 [CR3L]","7FA.04","F6179G13"
"15","CR3L","Contractural Combustion","Contractural Combustion","COMBUSTION","EXTENDED COMBUSTION INSPECTION INTERVAL TO 24,000 HOURS FOR DRY LOW NOX 2.6 [CR3L]","7FA.03","F5476G10"
"16","CR3L","Contractural Combustion","Contractural Combustion","COMBUSTION","EXTENDED COMBUSTION INSPECTION INTERVAL TO 24,000 HOURS FOR DRY LOW NOX 2.6 [CR3L]","7FA.03","F5331G5"
"17","CR3L","Contractural Combustion","Contractural Combustion","COMBUSTION","EXTENDED COMBUSTION INSPECTION INTERVAL TO 24,000 HOURS FOR DRY LOW NOX 2.6 [CR3L]","7FA.03","F6018G5"
"18","CR3L","Contractural Combustion","Contractural Combustion","COMBUSTION","EXTENDED COMBUSTION INSPECTION INTERVAL TO 24,000 HOURS FOR DRY LOW NOX 2.6 [CR3L]","7FA.03","F7313G14"
"19","CR3L","Contractural Combustion","Contractural Combustion","COMBUSTION","EXTENDED COMBUSTION INSPECTION INTERVAL TO 24,000 HOURS FOR DRY LOW NOX 2.6 [CR3L]","7FA.03","F6122G10"
"20","CR3L","Contractural Combustion","Contractural Combustion","COMBUSTION","EXTENDED COMBUSTION INSPECTION INTERVAL TO 24,000 HOURS FOR DRY LOW NOX 2.6 [CR3L]","7FA.04","F5786G8"
"21","CR3L","Contractural Combustion","Contractural Combustion","COMBUSTION","EXTENDED COMBUSTION INSPECTION INTERVAL TO 24,000 HOURS FOR DRY LOW NOX 2.6 [CR3L]","7FA.03","F6632G3"
"22","CR3L","Contractural Combustion","Contractural Combustion","COMBUSTION","EXTENDED COMBUSTION INSPECTION INTERVAL TO 24,000 HOURS FOR DRY LOW NOX 2.6 [CR3L]","7FA.04","F6791G8"
"23","CR3L","Contractural Combustion","Contractural Combustion","COMBUSTION","EXTENDED COMBUSTION INSPECTION INTERVAL TO 24,000 HOURS FOR DRY LOW NOX 2.6 [CR3L]","7FA.03","F7308G3"
"24","CR3L","Contractural Combustion","Contractural Combustion","COMBUSTION","EXTENDED COMBUSTION INSPECTION INTERVAL TO 24,000 HOURS FOR DRY LOW NOX 2.6 [CR3L]","7FA.03","F6643G19"
"25","CR3L","Contractural Combustion","Contractural Combustion","COMBUSTION","EXTENDED COMBUSTION INSPECTION INTERVAL TO 24,000 HOURS FOR DRY LOW NOX 2.6 [CR3L]","7FA.03","F6315G2"
"26","CR3L","Contractural Combustion","Contractural Combustion","COMBUSTION","EXTENDED COMBUSTION INSPECTION INTERVAL TO 24,000 HOURS FOR DRY LOW NOX 2.6 [CR3L]","7FA.03","F6791G16"
"27","CR3L","Contractural Combustion","Contractural Combustion","COMBUSTION","EXTENDED COMBUSTION INSPECTION INTERVAL TO 24,000 HOURS FOR DRY LOW NOX 2.6 [CR3L]","7FA.04","F7084G8"
"28","CR3L","Contractural Combustion","Contractural Combustion","COMBUSTION","EXTENDED COMBUSTION INSPECTION INTERVAL TO 24,000 HOURS FOR DRY LOW NOX 2.6 [CR3L]","7FA.04","F7392G1"
"29","CR3L","Contractural Combustion","Contractural Combustion","COMBUSTION","EXTENDED COMBUSTION INSPECTION INTERVAL TO 24,000 HOURS FOR DRY LOW NOX 2.6 [CR3L]","7FA.04","F6588G19"
"30","CR3L","Contractural Combustion","Contractural Combustion","COMBUSTION","EXTENDED COMBUSTION INSPECTION INTERVAL TO 24,000 HOURS FOR DRY LOW NOX 2.6 [CR3L]","7FA.03","F6892G4"
"31","CR3L","Contractural Combustion","Contractural Combustion","COMBUSTION","EXTENDED COMBUSTION INSPECTION INTERVAL TO 24,000 HOURS FOR DRY LOW NOX 2.6 [CR3L]","9FB.02","F7281G3"
"32","CR3L","Contractural Combustion","Contractural Combustion","COMBUSTION","EXTENDED COMBUSTION INSPECTION INTERVAL TO 24,000 HOURS FOR DRY LOW NOX 2.6 [CR3L]","7FA.03","F7006G48"
"33","CR3L","Contractural Combustion","Contractural Combustion","COMBUSTION","EXTENDED COMBUSTION INSPECTION INTERVAL TO 24,000 HOURS FOR DRY LOW NOX 2.6 [CR3L]","7FA.03","F4979G11"
"34","CR3L","Contractural Combustion","Contractural Combustion","COMBUSTION","EXTENDED COMBUSTION INSPECTION INTERVAL TO 24,000 HOURS FOR DRY LOW NOX 2.6 [CR3L]","7FA.03","F4979G9"
"35","CR3L","Contractural Combustion","Contractural Combustion","COMBUSTION","EXTENDED COMBUSTION INSPECTION INTERVAL TO 24,000 HOURS FOR DRY LOW NOX 2.6 [CR3L]","7FA.03","F7006G54"
"36","CR3L","Contractural Combustion","Contractural Combustion","COMBUSTION","EXTENDED COMBUSTION INSPECTION INTERVAL TO 24,000 HOURS FOR DRY LOW NOX 2.6 [CR3L]","7FA.03","F6836G10"
"37","CR3L","Contractural Combustion","Contractural Combustion","COMBUSTION","EXTENDED COMBUSTION INSPECTION INTERVAL TO 24,000 HOURS FOR DRY LOW NOX 2.6 [CR3L]","7FA.04","F7392G2"
"38","CR3L","Contractural Combustion","Contractural Combustion","COMBUSTION","EXTENDED COMBUSTION INSPECTION INTERVAL TO 24,000 HOURS FOR DRY LOW NOX 2.6 [CR3L]","7FA.03","F6643G32"
"39","CR3L","Contractural Combustion","Contractural Combustion","COMBUSTION","EXTENDED COMBUSTION INSPECTION INTERVAL TO 24,000 HOURS FOR DRY LOW NOX 2.6 [CR3L]","7FA.03","F6643G20"
"40","CR3L","Contractural Combustion","Contractural Combustion","COMBUSTION","EXTENDED COMBUSTION INSPECTION INTERVAL TO 24,000 HOURS FOR DRY LOW NOX 2.6 [CR3L]","7FA.03","F7336G2"
"41","CR3L","Contractural Combustion","Contractural Combustion","COMBUSTION","EXTENDED COMBUSTION INSPECTION INTERVAL TO 24,000 HOURS FOR DRY LOW NOX 2.6 [CR3L]","7FA.03","F7006G55"
"42","CR3L","Contractural Combustion","Contractural Combustion","COMBUSTION","EXTENDED COMBUSTION INSPECTION INTERVAL TO 24,000 HOURS FOR DRY LOW NOX 2.6 [CR3L]","7FA.04","F7448G4"
"43","CR3L","Contractural Combustion","Contractural Combustion","COMBUSTION","EXTENDED COMBUSTION INSPECTION INTERVAL TO 24,000 HOURS FOR DRY LOW NOX 2.6 [CR3L]","7FA.03","F6185G7"
"44","CR3L","Contractural Combustion","Contractural Combustion","COMBUSTION","EXTENDED COMBUSTION INSPECTION INTERVAL TO 24,000 HOURS FOR DRY LOW NOX 2.6 [CR3L]","7FA.03","F6643G25"
"45","CR3L","Contractural Combustion","Contractural Combustion","COMBUSTION","EXTENDED COMBUSTION INSPECTION INTERVAL TO 24,000 HOURS FOR DRY LOW NOX 2.6 [CR3L]","7FA.03","F6791G8"
"46","CR3L","Contractural Combustion","Contractural Combustion","COMBUSTION","EXTENDED COMBUSTION INSPECTION INTERVAL TO 24,000 HOURS FOR DRY LOW NOX 2.6 [CR3L]","7FA.03","F6792G6"
"47","CR3L","Contractural Combustion","Contractural Combustion","COMBUSTION","EXTENDED COMBUSTION INSPECTION INTERVAL TO 24,000 HOURS FOR DRY LOW NOX 2.6 [CR3L]","7FA.03","F6643G23"
"48","CR3L","Contractural Combustion","Contractural Combustion","COMBUSTION","EXTENDED COMBUSTION INSPECTION INTERVAL TO 24,000 HOURS FOR DRY LOW NOX 2.6 [CR3L]","7FA.04","F5786G10"
"49","CR3L","Contractural Combustion","Contractural Combustion","COMBUSTION","EXTENDED COMBUSTION INSPECTION INTERVAL TO 24,000 HOURS FOR DRY LOW NOX 2.6 [CR3L]","7FA.03","F6836G7"
"50","CR3L","Contractural Combustion","Contractural Combustion","COMBUSTION","EXTENDED COMBUSTION INSPECTION INTERVAL TO 24,000 HOURS FOR DRY LOW NOX 2.6 [CR3L]","7FA.03","F6291G21"
"51","CR3L","Contractural Combustion","Contractural Combustion","COMBUSTION","EXTENDED COMBUSTION INSPECTION INTERVAL TO 24,000 HOURS FOR DRY LOW NOX 2.6 [CR3L]","7FA.04","F5786G9"
"52","CR3L","Contractural Combustion","Contractural Combustion","COMBUSTION","EXTENDED COMBUSTION INSPECTION INTERVAL TO 24,000 HOURS FOR DRY LOW NOX 2.6 [CR3L]","7FA.04","F6669G2"
"53","CR3L","Contractural Combustion","Contractural Combustion","COMBUSTION","EXTENDED COMBUSTION INSPECTION INTERVAL TO 24,000 HOURS FOR DRY LOW NOX 2.6 [CR3L]","7FA.03","F6156G14"
"54","CR3L","Contractural Combustion","Contractural Combustion","COMBUSTION","EXTENDED COMBUSTION INSPECTION INTERVAL TO 24,000 HOURS FOR DRY LOW NOX 2.6 [CR3L]","7FA.04","F7471G1"
"55","CR3L","Contractural Combustion","Contractural Combustion","COMBUSTION","EXTENDED COMBUSTION INSPECTION INTERVAL TO 24,000 HOURS FOR DRY LOW NOX 2.6 [CR3L]","7FA.03","F7444G3"
"56","CR3L","Contractural Combustion","Contractural Combustion","COMBUSTION","EXTENDED COMBUSTION INSPECTION INTERVAL TO 24,000 HOURS FOR DRY LOW NOX 2.6 [CR3L]","7FA.03","F6836G9"
"57","CR3L","Contractural Combustion","Contractural Combustion","COMBUSTION","EXTENDED COMBUSTION INSPECTION INTERVAL TO 24,000 HOURS FOR DRY LOW NOX 2.6 [CR3L]","7FA.03","F7006G47"
"58","CR3L","Contractural Combustion","Contractural Combustion","COMBUSTION","EXTENDED COMBUSTION INSPECTION INTERVAL TO 24,000 HOURS FOR DRY LOW NOX 2.6 [CR3L]","7FA.03","F6643G24"
"59","CR3L","Contractural Combustion","Contractural Combustion","COMBUSTION","EXTENDED COMBUSTION INSPECTION INTERVAL TO 24,000 HOURS FOR DRY LOW NOX 2.6 [CR3L]","7FA.03","F7313G21"
"60","CR3L","Contractural Combustion","Contractural Combustion","COMBUSTION","EXTENDED COMBUSTION INSPECTION INTERVAL TO 24,000 HOURS FOR DRY LOW NOX 2.6 [CR3L]","7FA.03","F7084G8"
"61","CR3L","Contractural Combustion","Contractural Combustion","COMBUSTION","EXTENDED COMBUSTION INSPECTION INTERVAL TO 24,000 HOURS FOR DRY LOW NOX 2.6 [CR3L]","7FA.03","F7131G10"
"62","CR3L","Contractural Combustion","Contractural Combustion","COMBUSTION","EXTENDED COMBUSTION INSPECTION INTERVAL TO 24,000 HOURS FOR DRY LOW NOX 2.6 [CR3L]","7FA.03","F6791G15"
"63","CR3L","Contractural Combustion","Contractural Combustion","COMBUSTION","EXTENDED COMBUSTION INSPECTION INTERVAL TO 24,000 HOURS FOR DRY LOW NOX 2.6 [CR3L]","7FA.03","F7006G49"
"64","CR3L","Contractural Combustion","Contractural Combustion","COMBUSTION","EXTENDED COMBUSTION INSPECTION INTERVAL TO 24,000 HOURS FOR DRY LOW NOX 2.6 [CR3L]","7FA.04","F7313G20"
"65","CR3L","Contractural Combustion","Contractural Combustion","COMBUSTION","EXTENDED COMBUSTION INSPECTION INTERVAL TO 24,000 HOURS FOR DRY LOW NOX 2.6 [CR3L]","7FA.03","F6122G8"
"66","CR3L","Contractural Combustion","Contractural Combustion","COMBUSTION","EXTENDED COMBUSTION INSPECTION INTERVAL TO 24,000 HOURS FOR DRY LOW NOX 2.6 [CR3L]","7FA.01","F6980G3"
"67","CR3L","Contractural Combustion","Contractural Combustion","COMBUSTION","EXTENDED COMBUSTION INSPECTION INTERVAL TO 24,000 HOURS FOR DRY LOW NOX 2.6 [CR3L]","7FA.03","F5772G14"
"68","CR3L","Contractural Combustion","Contractural Combustion","COMBUSTION","EXTENDED COMBUSTION INSPECTION INTERVAL TO 24,000 HOURS FOR DRY LOW NOX 2.6 [CR3L]","7FA.04","F6669G1"
"69","CR3L","Contractural Combustion","Contractural Combustion","COMBUSTION","EXTENDED COMBUSTION INSPECTION INTERVAL TO 24,000 HOURS FOR DRY LOW NOX 2.6 [CR3L]","7FA.03","F7444G4"
"70","CR3L","Contractural Combustion","Contractural Combustion","COMBUSTION","EXTENDED COMBUSTION INSPECTION INTERVAL TO 24,000 HOURS FOR DRY LOW NOX 2.6 [CR3L]","7FA.03","F7006G42"
"71","CR3L","Contractural Combustion","Contractural Combustion","COMBUSTION","EXTENDED COMBUSTION INSPECTION INTERVAL TO 24,000 HOURS FOR DRY LOW NOX 2.6 [CR3L]","7FA.03","F7308G1"
"72","CR3L","Contractural Combustion","Contractural Combustion","COMBUSTION","EXTENDED COMBUSTION INSPECTION INTERVAL TO 24,000 HOURS FOR DRY LOW NOX 2.6 [CR3L]","7FA.03","F6971G17"
"73","CR3L","Contractural Combustion","Contractural Combustion","COMBUSTION","EXTENDED COMBUSTION INSPECTION INTERVAL TO 24,000 HOURS FOR DRY LOW NOX 2.6 [CR3L]","61B","F6761G2"
"74","CR3L","Contractural Combustion","Contractural Combustion","COMBUSTION","EXTENDED COMBUSTION INSPECTION INTERVAL TO 24,000 HOURS FOR DRY LOW NOX 2.6 [CR3L]","7FA.03","F6820G9"
"75","CR3L","Contractural Combustion","Contractural Combustion","COMBUSTION","EXTENDED COMBUSTION INSPECTION INTERVAL TO 24,000 HOURS FOR DRY LOW NOX 2.6 [CR3L]","7FA.03","F7006G45"
"76","CR3L","Contractural Combustion","Contractural Combustion","COMBUSTION","EXTENDED COMBUSTION INSPECTION INTERVAL TO 24,000 HOURS FOR DRY LOW NOX 2.6 [CR3L]","7FA.03","F7006G52"
"77","CR3L","Contractural Combustion","Contractural Combustion","COMBUSTION","EXTENDED COMBUSTION INSPECTION INTERVAL TO 24,000 HOURS FOR DRY LOW NOX 2.6 [CR3L]","7FA.03","F6792G7"
"78","CR3L","Contractural Combustion","Contractural Combustion","COMBUSTION","EXTENDED COMBUSTION INSPECTION INTERVAL TO 24,000 HOURS FOR DRY LOW NOX 2.6 [CR3L]","7FA.01","F6980G7"
"79","CR3L","Contractural Combustion","Contractural Combustion","COMBUSTION","EXTENDED COMBUSTION INSPECTION INTERVAL TO 24,000 HOURS FOR DRY LOW NOX 2.6 [CR3L]","7FA.01","F6980G5"
"80","CR3L","Contractural Combustion","Contractural Combustion","COMBUSTION","EXTENDED COMBUSTION INSPECTION INTERVAL TO 24,000 HOURS FOR DRY LOW NOX 2.6 [CR3L]","7FA.03","F6643G21"
"81","CR3L","Contractural Combustion","Contractural Combustion","COMBUSTION","EXTENDED COMBUSTION INSPECTION INTERVAL TO 24,000 HOURS FOR DRY LOW NOX 2.6 [CR3L]","7FA.03","F6121G6"
"82","CR3L","Contractural Combustion","Contractural Combustion","COMBUSTION","EXTENDED COMBUSTION INSPECTION INTERVAL TO 24,000 HOURS FOR DRY LOW NOX 2.6 [CR3L]","7FA.03","F6971G13"
"83","CR3L","Contractural Combustion","Contractural Combustion","COMBUSTION","EXTENDED COMBUSTION INSPECTION INTERVAL TO 24,000 HOURS FOR DRY LOW NOX 2.6 [CR3L]","7FA.03","F6643G22"
"84","CR3L","Contractural Combustion","Contractural Combustion","COMBUSTION","EXTENDED COMBUSTION INSPECTION INTERVAL TO 24,000 HOURS FOR DRY LOW NOX 2.6 [CR3L]","7FA.03","F6156G13"
"85","CR3L","Contractural Combustion","Contractural Combustion","COMBUSTION","EXTENDED COMBUSTION INSPECTION INTERVAL TO 24,000 HOURS FOR DRY LOW NOX 2.6 [CR3L]","7FA.03","F6971G16"
"86","CR3L","Contractural Combustion","Contractural Combustion","COMBUSTION","EXTENDED COMBUSTION INSPECTION INTERVAL TO 24,000 HOURS FOR DRY LOW NOX 2.6 [CR3L]","7FA.03","F6791G17"
"87","CR3L","Contractural Combustion","Contractural Combustion","COMBUSTION","EXTENDED COMBUSTION INSPECTION INTERVAL TO 24,000 HOURS FOR DRY LOW NOX 2.6 [CR3L]","7FA.01","F6897G4"
"88","CR3L","Contractural Combustion","Contractural Combustion","COMBUSTION","EXTENDED COMBUSTION INSPECTION INTERVAL TO 24,000 HOURS FOR DRY LOW NOX 2.6 [CR3L]","7FA.01","F6980G6"
"89","CR3Q","Contractural Combustion","Contractural Combustion","COMBUSTION","EXTENDED COMBUSTION INSPECTION INTERVAL FROM 8,000 HOURS TO 24,000 HOURS, DRY LOW NOX2+ [CR3Q]","9FA.03","F7114G2"
"90","CR3Q","Contractural Combustion","Contractural Combustion","COMBUSTION","EXTENDED COMBUSTION INSPECTION INTERVAL FROM 8,000 HOURS TO 24,000 HOURS, DRY LOW NOX2+ [CR3Q]","9FA.03","F6881G1"
"91","CR3Q","Contractural Combustion","Contractural Combustion","COMBUSTION","EXTENDED COMBUSTION INSPECTION INTERVAL FROM 8,000 HOURS TO 24,000 HOURS, DRY LOW NOX2+ [CR3Q]","9FA.03","F6951G2"
"92","CR3Q","Contractural Combustion","Contractural Combustion","COMBUSTION","EXTENDED COMBUSTION INSPECTION INTERVAL FROM 8,000 HOURS TO 24,000 HOURS, DRY LOW NOX2+ [CR3Q]","9FA.03","F6370G15"
"93","CR3Q","Contractural Combustion","Contractural Combustion","COMBUSTION","EXTENDED COMBUSTION INSPECTION INTERVAL FROM 8,000 HOURS TO 24,000 HOURS, DRY LOW NOX2+ [CR3Q]","9FA.03","F6337G7"
"94","CR3Q","Contractural Combustion","Contractural Combustion","COMBUSTION","EXTENDED COMBUSTION INSPECTION INTERVAL FROM 8,000 HOURS TO 24,000 HOURS, DRY LOW NOX2+ [CR3Q]","9FA.03","F7443G2"
"95","FA1A","FUEL SYSTEMS","GAS FUEL SYSTEMS","GAS FUEL AND PURGE","CONVERT FROM DUAL FUEL TO GAS ONLY --REMOVE LIQUID FUEL [FA1A]","91E","F6562G1"
"96","FA1A","FUEL SYSTEMS","GAS FUEL SYSTEMS","GAS FUEL AND PURGE","CONVERT FROM DUAL FUEL TO GAS ONLY --REMOVE LIQUID FUEL [FA1A]","91E","F7080G2"
"97","FA1A","FUEL SYSTEMS","GAS FUEL SYSTEMS","GAS FUEL AND PURGE","CONVERT FROM DUAL FUEL TO GAS ONLY --REMOVE LIQUID FUEL [FA1A]","91E","F7105G3"
"98","FA1A","FUEL SYSTEMS","GAS FUEL SYSTEMS","GAS FUEL AND PURGE","CONVERT FROM DUAL FUEL TO GAS ONLY --REMOVE LIQUID FUEL [FA1A]","91E","F6779G3"
"99","FA1A","FUEL SYSTEMS","GAS FUEL SYSTEMS","GAS FUEL AND PURGE","CONVERT FROM DUAL FUEL TO GAS ONLY --REMOVE LIQUID FUEL [FA1A]","7FA.03","F6971G15"
"100","FA1A","FUEL SYSTEMS","GAS FUEL SYSTEMS","GAS FUEL AND PURGE","CONVERT FROM DUAL FUEL TO GAS ONLY --REMOVE LIQUID FUEL [FA1A]","9FA.03","F7224G8"
"101","FA1A","FUEL SYSTEMS","GAS FUEL SYSTEMS","GAS FUEL AND PURGE","CONVERT FROM DUAL FUEL TO GAS ONLY --REMOVE LIQUID FUEL [FA1A]","61B","F7512G1"
"102","FA1A","FUEL SYSTEMS","GAS FUEL SYSTEMS","GAS FUEL AND PURGE","CONVERT FROM DUAL FUEL TO GAS ONLY --REMOVE LIQUID FUEL [FA1A]","9FA.03","F7224G7"
"103","FA1A","FUEL SYSTEMS","GAS FUEL SYSTEMS","GAS FUEL AND PURGE","CONVERT FROM DUAL FUEL TO GAS ONLY --REMOVE LIQUID FUEL [FA1A]","7FA.01","F7016G8"
"104","FA1A","FUEL SYSTEMS","GAS FUEL SYSTEMS","GAS FUEL AND PURGE","CONVERT FROM DUAL FUEL TO GAS ONLY --REMOVE LIQUID FUEL [FA1A]","6FA.01","F6914G4"
"105","FA1A","FUEL SYSTEMS","GAS FUEL SYSTEMS","GAS FUEL AND PURGE","CONVERT FROM DUAL FUEL TO GAS ONLY --REMOVE LIQUID FUEL [FA1A]","91E","F7080G4"
"106","FA1A","FUEL SYSTEMS","GAS FUEL SYSTEMS","GAS FUEL AND PURGE","CONVERT FROM DUAL FUEL TO GAS ONLY --REMOVE LIQUID FUEL [FA1A]","91EC","F6562G1"
"107","FA1A","FUEL SYSTEMS","GAS FUEL SYSTEMS","GAS FUEL AND PURGE","CONVERT FROM DUAL FUEL TO GAS ONLY --REMOVE LIQUID FUEL [FA1A]","91E","F6953G2"
"108","FA1A","FUEL SYSTEMS","GAS FUEL SYSTEMS","GAS FUEL AND PURGE","CONVERT FROM DUAL FUEL TO GAS ONLY --REMOVE LIQUID FUEL [FA1A]","7FA.03","F5654G3"
"109","FA1A","FUEL SYSTEMS","GAS FUEL SYSTEMS","GAS FUEL AND PURGE","CONVERT FROM DUAL FUEL TO GAS ONLY --REMOVE LIQUID FUEL [FA1A]","91E","F7080G7"
"110","FA1A","FUEL SYSTEMS","GAS FUEL SYSTEMS","GAS FUEL AND PURGE","CONVERT FROM DUAL FUEL TO GAS ONLY --REMOVE LIQUID FUEL [FA1A]","9FA.03","F7224G9"
"111","FA1A","FUEL SYSTEMS","GAS FUEL SYSTEMS","GAS FUEL AND PURGE","CONVERT FROM DUAL FUEL TO GAS ONLY --REMOVE LIQUID FUEL [FA1A]","7FA.03","F7010G20"
"112","FA1A","FUEL SYSTEMS","GAS FUEL SYSTEMS","GAS FUEL AND PURGE","CONVERT FROM DUAL FUEL TO GAS ONLY --REMOVE LIQUID FUEL [FA1A]","61B","F7512G6"
"113","FA1A","FUEL SYSTEMS","GAS FUEL SYSTEMS","GAS FUEL AND PURGE","CONVERT FROM DUAL FUEL TO GAS ONLY --REMOVE LIQUID FUEL [FA1A]","7FA.03","F7010G19"
"114","FA1A","FUEL SYSTEMS","GAS FUEL SYSTEMS","GAS FUEL AND PURGE","CONVERT FROM DUAL FUEL TO GAS ONLY --REMOVE LIQUID FUEL [FA1A]","61B","F7044G4"
"115","FA1A","FUEL SYSTEMS","GAS FUEL SYSTEMS","GAS FUEL AND PURGE","CONVERT FROM DUAL FUEL TO GAS ONLY --REMOVE LIQUID FUEL [FA1A]","7FA.03","F6971G11"
"116","FA1A","FUEL SYSTEMS","GAS FUEL SYSTEMS","GAS FUEL AND PURGE","CONVERT FROM DUAL FUEL TO GAS ONLY --REMOVE LIQUID FUEL [FA1A]","6FA.01","F7394G1"
"117","FA1A","FUEL SYSTEMS","GAS FUEL SYSTEMS","GAS FUEL AND PURGE","CONVERT FROM DUAL FUEL TO GAS ONLY --REMOVE LIQUID FUEL [FA1A]","91E","F7063G2"
"118","FA1A","FUEL SYSTEMS","GAS FUEL SYSTEMS","GAS FUEL AND PURGE","CONVERT FROM DUAL FUEL TO GAS ONLY --REMOVE LIQUID FUEL [FA1A]","7FA.01","F6897G4"
"119","FA1A","FUEL SYSTEMS","GAS FUEL SYSTEMS","GAS FUEL AND PURGE","CONVERT FROM DUAL FUEL TO GAS ONLY --REMOVE LIQUID FUEL [FA1A]","9FA.03","F7257G8"
"120","FA1A","FUEL SYSTEMS","GAS FUEL SYSTEMS","GAS FUEL AND PURGE","CONVERT FROM DUAL FUEL TO GAS ONLY --REMOVE LIQUID FUEL [FA1A]","61B","F7044G7"
"121","FA1A","FUEL SYSTEMS","GAS FUEL SYSTEMS","GAS FUEL AND PURGE","CONVERT FROM DUAL FUEL TO GAS ONLY --REMOVE LIQUID FUEL [FA1A]","7FA.03","F5785G10"
"122","FA1A","FUEL SYSTEMS","GAS FUEL SYSTEMS","GAS FUEL AND PURGE","CONVERT FROM DUAL FUEL TO GAS ONLY --REMOVE LIQUID FUEL [FA1A]","61B","F7512G5"
"123","FA1A","FUEL SYSTEMS","GAS FUEL SYSTEMS","GAS FUEL AND PURGE","CONVERT FROM DUAL FUEL TO GAS ONLY --REMOVE LIQUID FUEL [FA1A]","61B","F3411G7"
"124","FA1A","FUEL SYSTEMS","GAS FUEL SYSTEMS","GAS FUEL AND PURGE","CONVERT FROM DUAL FUEL TO GAS ONLY --REMOVE LIQUID FUEL [FA1A]","61B","F7512G4"
"125","FA1A","FUEL SYSTEMS","GAS FUEL SYSTEMS","GAS FUEL AND PURGE","CONVERT FROM DUAL FUEL TO GAS ONLY --REMOVE LIQUID FUEL [FA1A]","61B","F3411G3"
"126","FA1A","FUEL SYSTEMS","GAS FUEL SYSTEMS","GAS FUEL AND PURGE","CONVERT FROM DUAL FUEL TO GAS ONLY --REMOVE LIQUID FUEL [FA1A]","7FA.03","F6753G1"
"127","FA1A","FUEL SYSTEMS","GAS FUEL SYSTEMS","GAS FUEL AND PURGE","CONVERT FROM DUAL FUEL TO GAS ONLY --REMOVE LIQUID FUEL [FA1A]","91E","F6973G2"
"128","FA1A","FUEL SYSTEMS","GAS FUEL SYSTEMS","GAS FUEL AND PURGE","CONVERT FROM DUAL FUEL TO GAS ONLY --REMOVE LIQUID FUEL [FA1A]","61B","F7044G9"
"129","FA1A","FUEL SYSTEMS","GAS FUEL SYSTEMS","GAS FUEL AND PURGE","CONVERT FROM DUAL FUEL TO GAS ONLY --REMOVE LIQUID FUEL [FA1A]","61B","F7186G3"
"130","FA1A","FUEL SYSTEMS","GAS FUEL SYSTEMS","GAS FUEL AND PURGE","CONVERT FROM DUAL FUEL TO GAS ONLY --REMOVE LIQUID FUEL [FA1A]","61B","F7512G3"
