id_req,id_frame,id_task
FA1A,6FA.03,0601
FA1A,6FA.03,0606
FA1A,6FA.03,0607
FA1A,6FA.03,0611
FA1A,6FA.03,0613
FA1A,6FA.03,0637
FA1A,6FA.03,0701
FA1A,6FA.03,0703
FA1A,6FA.03,0901
FA1A,6FA.03,0904
FA1A,6FA.03,0908
FA1A,6FA.03,0910
FA1A,6FA.03,0915
FA1A,6FA.03,0918
FA1A,6FA.03,0920
FA1A,6FA.03,0922
FA1A,6FA.03,0923
FA1A,6FA.03,0924
FA1A,6FA.03,0926
FA1A,6FA.03,0932
FA1A,6FA.03,0956
FA1A,6FA.03,0961
FA1A,6FA.03,0965
FA1A,6FA.03,0968
FA1A,6FA.03,0969
FA1A,6FA.03,0983
FA1A,6FA.03,0991
FA1A,6FA.03,0992
FA1A,6FA.03,1003
FA1A,6FA.03,1013
FA1A,6FA.03,1026
FA1A,6FA.03,1027
FA1A,6FA.03,1047
FA1A,6FA.03,1070
FA1A,6FA.03,1075
FA1A,6FA.03,1082
FA1A,6FA.03,1102
FA1A,6FA.03,1104
FA1A,6FA.03,1105
FA1A,6FA.03,1112
FA1A,6FA.03,1153
FA1A,6FA.03,1154
FA1A,6FA.03,1605
FA1A,6FA.03,969D
FA1A,6FA.03,A004
FA1A,6FA.03,A005
FA1A,6FA.03,A006
FA1A,6FA.03,A014
FA1A,6FA.03,A019
FA1A,6FA.03,A035
FA1A,6FA.03,A053
FA1A,6FA.03,A068
FA1A,6FA.03,A210
FA1A,6FA.03,A210
FA1A,6FA.03,A245
FA1A,6FA.03,A268
FA1A,6FA.03,E007
FA1A,6FA.03,E037
FA1A,71A,0017
FA1A,71A,0132
FA1A,71A,0331
FA1A,71A,0416
FA1A,71A,0417
FA1A,71A,0418
FA1A,71A,0420
FA1A,71A,0422
FA1A,71A,0424
FA1A,71A,0425
FA1A,71A,0427
FA1A,71A,0434
FA1A,71A,0436
FA1A,71A,0442
FA1A,71A,0453
FA1A,71A,0462
FA1A,71A,0477
FA1A,71A,0479
FA1A,71A,0480
FA1A,71A,0508
FA1A,71A,0510
FA1A,71A,0511
FA1A,71A,0512
FA1A,71A,0513
FA1A,71A,0516
FA1A,71A,0533
FA1A,71A,0538
FA1A,71A,0566
FA1A,71A,0570
FA1A,71A,0601
FA1A,71A,0606
FA1A,71A,0607
FA1A,71A,0611
FA1A,71A,0613
FA1A,71A,0637
FA1A,71A,0701
FA1A,71A,0703
FA1A,71A,0901
FA1A,71A,0904
FA1A,71A,0908
FA1A,71A,0910
FA1A,71A,0915
FA1A,71A,0918
FA1A,71A,0920
FA1A,71A,0922
FA1A,71A,0923
FA1A,71A,0924
FA1A,71A,0926
FA1A,71A,0932
FA1A,71A,0956
FA1A,71A,0961
FA1A,71A,0965
FA1A,71A,0968
FA1A,71A,0969
FA1A,71A,0983
FA1A,71A,0991
FA1A,71A,0992
FA1A,71A,1003
FA1A,71A,1013
FA1A,71A,1026
FA1A,71A,1027
FA1A,71A,1047
FA1A,71A,1070
FA1A,71A,1075
FA1A,71A,1082
FA1A,71A,1102
FA1A,71A,1104
FA1A,71A,1105
FA1A,71A,1112
FA1A,71A,1153
FA1A,71A,1154
FA1A,71A,1605
FA1A,71A,969D
FA1A,71A,A004
FA1A,71A,A005
FA1A,71A,A006
FA1A,71A,A014
FA1A,71A,A019
FA1A,71A,A035
FA1A,71A,A053
FA1A,71A,A068
FA1A,71A,A210
FA1A,71A,A210
FA1A,71A,A245
FA1A,71A,A268
FA1A,71A,E007
FA1A,71A,E037
FA1A,71B,0017
FA1A,71B,0132
FA1A,71B,0331
FA1A,71B,0416
FA1A,71B,0417
FA1A,71B,0418
FA1A,71B,0420
FA1A,71B,0422
FA1A,71B,0424
FA1A,71B,0425
FA1A,71B,0427
FA1A,71B,0434
FA1A,71B,0436
FA1A,71B,0442
FA1A,71B,0453
FA1A,71B,0462
FA1A,71B,0477
FA1A,71B,0479
FA1A,71B,0480
FA1A,71B,0508
FA1A,71B,0510
FA1A,71B,0511
FA1A,71B,0512
FA1A,71B,0513
FA1A,71B,0516
FA1A,71B,0533
FA1A,71B,0538
FA1A,71B,0566
FA1A,71B,0570
FA1A,71B,0601
FA1A,71B,0606
FA1A,71B,0607
FA1A,71B,0611
FA1A,71B,0613
FA1A,71B,0637
FA1A,71B,0701
FA1A,71B,0703
FA1A,71B,0901
FA1A,71B,0904
FA1A,71B,0908
FA1A,71B,0910
FA1A,71B,0915
FA1A,71B,0918
FA1A,71B,0920
FA1A,71B,0922
FA1A,71B,0923
FA1A,71B,0924
FA1A,71B,0926
FA1A,71B,0932
FA1A,71B,0956
FA1A,71B,0961
FA1A,71B,0965
FA1A,71B,0968
FA1A,71B,0969
FA1A,71B,0983
FA1A,71B,0991
FA1A,71B,0992
FA1A,71B,1003
FA1A,71B,1013
FA1A,71B,1026
FA1A,71B,1027
FA1A,71B,1047
FA1A,71B,1070
FA1A,71B,1075
FA1A,71B,1082
FA1A,71B,1102
FA1A,71B,1104
FA1A,71B,1105
FA1A,71B,1112
FA1A,71B,1153
FA1A,71B,1154
FA1A,71B,1605
FA1A,71B,969D
FA1A,71B,A004
FA1A,71B,A005
FA1A,71B,A006
FA1A,71B,A014
FA1A,71B,A019
FA1A,71B,A035
FA1A,71B,A053
FA1A,71B,A068
FA1A,71B,A210
FA1A,71B,A210
FA1A,71B,A245
FA1A,71B,A268
FA1A,71B,E007
FA1A,71B,E037
FA1A,71C,0017
FA1A,71C,0132
FA1A,71C,0331
FA1A,71C,0416
FA1A,71C,0417
FA1A,71C,0418
FA1A,71C,0420
FA1A,71C,0422
FA1A,71C,0424
FA1A,71C,0425
FA1A,71C,0427
FA1A,71C,0434
FA1A,71C,0436
FA1A,71C,0442
FA1A,71C,0453
FA1A,71C,0462
FA1A,71C,0477
FA1A,71C,0479
FA1A,71C,0480
FA1A,71C,0508
FA1A,71C,0510
FA1A,71C,0511
FA1A,71C,0512
FA1A,71C,0513
FA1A,71C,0516
FA1A,71C,0533
FA1A,71C,0538
FA1A,71C,0566
FA1A,71C,0570
FA1A,71C,0601
FA1A,71C,0606
FA1A,71C,0607
FA1A,71C,0611
FA1A,71C,0613
FA1A,71C,0637
FA1A,71C,0701
FA1A,71C,0703
FA1A,71C,0901
FA1A,71C,0904
FA1A,71C,0908
FA1A,71C,0910
FA1A,71C,0915
FA1A,71C,0918
FA1A,71C,0920
FA1A,71C,0922
FA1A,71C,0923
FA1A,71C,0924
FA1A,71C,0926
FA1A,71C,0932
FA1A,71C,0956
FA1A,71C,0961
FA1A,71C,0965
FA1A,71C,0968
FA1A,71C,0969
FA1A,71C,0983
FA1A,71C,0991
FA1A,71C,0992
FA1A,71C,1003
FA1A,71C,1013
FA1A,71C,1026
FA1A,71C,1027
FA1A,71C,1047
FA1A,71C,1070
FA1A,71C,1075
FA1A,71C,1082
FA1A,71C,1102
FA1A,71C,1104
FA1A,71C,1105
FA1A,71C,1112
FA1A,71C,1153
FA1A,71C,1154
FA1A,71C,1605
FA1A,71C,969D
FA1A,71C,A004
FA1A,71C,A005
FA1A,71C,A006
FA1A,71C,A014
FA1A,71C,A019
FA1A,71C,A035
FA1A,71C,A053
FA1A,71C,A068
FA1A,71C,A210
FA1A,71C,A210
FA1A,71C,A245
FA1A,71C,A268
FA1A,71C,E007
FA1A,71C,E037
FA1A,71E,0017
FA1A,71E,0132
FA1A,71E,0331
FA1A,71E,0416
FA1A,71E,0417
FA1A,71E,0418
FA1A,71E,0420
FA1A,71E,0422
FA1A,71E,0424
FA1A,71E,0425
FA1A,71E,0427
FA1A,71E,0434
FA1A,71E,0436
FA1A,71E,0442
FA1A,71E,0453
FA1A,71E,0462
FA1A,71E,0477
FA1A,71E,0479
FA1A,71E,0480
FA1A,71E,0508
FA1A,71E,0510
FA1A,71E,0511
FA1A,71E,0512
FA1A,71E,0513
FA1A,71E,0516
FA1A,71E,0533
FA1A,71E,0538
FA1A,71E,0566
FA1A,71E,0570
FA1A,71E,0601
FA1A,71E,0606
FA1A,71E,0607
FA1A,71E,0611
FA1A,71E,0613
FA1A,71E,0637
FA1A,71E,0701
FA1A,71E,0703
FA1A,71E,0901
FA1A,71E,0904
FA1A,71E,0908
FA1A,71E,0910
FA1A,71E,0915
FA1A,71E,0918
FA1A,71E,0920
FA1A,71E,0922
FA1A,71E,0923
FA1A,71E,0924
FA1A,71E,0926
FA1A,71E,0932
FA1A,71E,0956
FA1A,71E,0961
FA1A,71E,0965
FA1A,71E,0968
FA1A,71E,0969
FA1A,71E,0983
FA1A,71E,0991
FA1A,71E,0992
FA1A,71E,1003
FA1A,71E,1013
FA1A,71E,1026
FA1A,71E,1027
FA1A,71E,1047
FA1A,71E,1070
FA1A,71E,1075
FA1A,71E,1082
FA1A,71E,1102
FA1A,71E,1104
FA1A,71E,1105
FA1A,71E,1112
FA1A,71E,1153
FA1A,71E,1154
FA1A,71E,1605
FA1A,71E,969D
FA1A,71E,A004
FA1A,71E,A005
FA1A,71E,A006
FA1A,71E,A014
FA1A,71E,A019
FA1A,71E,A035
FA1A,71E,A053
FA1A,71E,A068
FA1A,71E,A210
FA1A,71E,A210
FA1A,71E,A245
FA1A,71E,A268
FA1A,71E,E007
FA1A,71E,E037
FA1A,71EA,0017
FA1A,71EA,0132
FA1A,71EA,0331
FA1A,71EA,0416
FA1A,71EA,0417
FA1A,71EA,0418
FA1A,71EA,0420
FA1A,71EA,0422
FA1A,71EA,0424
FA1A,71EA,0425
FA1A,71EA,0427
FA1A,71EA,0434
FA1A,71EA,0436
FA1A,71EA,0442
FA1A,71EA,0453
FA1A,71EA,0462
FA1A,71EA,0477
FA1A,71EA,0479
FA1A,71EA,0480
FA1A,71EA,0508
FA1A,71EA,0510
FA1A,71EA,0511
FA1A,71EA,0512
FA1A,71EA,0513
FA1A,71EA,0516
FA1A,71EA,0533
FA1A,71EA,0538
FA1A,71EA,0566
FA1A,71EA,0570
FA1A,71EA,0601
FA1A,71EA,0606
FA1A,71EA,0607
FA1A,71EA,0611
FA1A,71EA,0613
FA1A,71EA,0637
FA1A,71EA,0701
FA1A,71EA,0703
FA1A,71EA,0901
FA1A,71EA,0904
FA1A,71EA,0908
FA1A,71EA,0910
FA1A,71EA,0915
FA1A,71EA,0918
FA1A,71EA,0920
FA1A,71EA,0922
FA1A,71EA,0923
FA1A,71EA,0924
FA1A,71EA,0926
FA1A,71EA,0932
FA1A,71EA,0956
FA1A,71EA,0961
FA1A,71EA,0965
FA1A,71EA,0968
FA1A,71EA,0969
FA1A,71EA,0983
FA1A,71EA,0991
FA1A,71EA,0992
FA1A,71EA,1003
FA1A,71EA,1013
FA1A,71EA,1026
FA1A,71EA,1027
FA1A,71EA,1047
FA1A,71EA,1070
FA1A,71EA,1075
FA1A,71EA,1082
FA1A,71EA,1102
FA1A,71EA,1104
FA1A,71EA,1105
FA1A,71EA,1112
FA1A,71EA,1153
FA1A,71EA,1154
FA1A,71EA,1605
FA1A,71EA,969D
FA1A,71EA,A004
FA1A,71EA,A005
FA1A,71EA,A006
FA1A,71EA,A014
FA1A,71EA,A019
FA1A,71EA,A035
FA1A,71EA,A053
FA1A,71EA,A068
FA1A,71EA,A210
FA1A,71EA,A210
FA1A,71EA,A245
FA1A,71EA,A268
FA1A,71EA,E007
FA1A,71EA,E037
FA1A,7F.01,0017
FA1A,7F.01,0132
FA1A,7F.01,0331
FA1A,7F.01,0416
FA1A,7F.01,0417
FA1A,7F.01,0418
FA1A,7F.01,0420
FA1A,7F.01,0422
FA1A,7F.01,0424
FA1A,7F.01,0425
FA1A,7F.01,0427
FA1A,7F.01,0434
FA1A,7F.01,0436
FA1A,7F.01,0442
FA1A,7F.01,0453
FA1A,7F.01,0462
FA1A,7F.01,0477
FA1A,7F.01,0479
FA1A,7F.01,0480
FA1A,7F.01,0508
FA1A,7F.01,0510
FA1A,7F.01,0511
FA1A,7F.01,0512
FA1A,7F.01,0513
FA1A,7F.01,0516
FA1A,7F.01,0533
FA1A,7F.01,0538
FA1A,7F.01,0566
FA1A,7F.01,0570
FA1A,7F.01,0601
FA1A,7F.01,0606
FA1A,7F.01,0607
FA1A,7F.01,0611
FA1A,7F.01,0613
FA1A,7F.01,0637
FA1A,7F.01,0701
FA1A,7F.01,0703
FA1A,7F.01,0901
FA1A,7F.01,0904
FA1A,7F.01,0908
FA1A,7F.01,0910
FA1A,7F.01,0915
FA1A,7F.01,0918
FA1A,7F.01,0920
FA1A,7F.01,0922
FA1A,7F.01,0923
FA1A,7F.01,0924
FA1A,7F.01,0926
FA1A,7F.01,0932
FA1A,7F.01,0956
FA1A,7F.01,0961
FA1A,7F.01,0965
FA1A,7F.01,0968
FA1A,7F.01,0969
FA1A,7F.01,0983
FA1A,7F.01,0991
FA1A,7F.01,0992
FA1A,7F.01,1003
FA1A,7F.01,1013
FA1A,7F.01,1026
FA1A,7F.01,1027
FA1A,7F.01,1047
FA1A,7F.01,1070
FA1A,7F.01,1075
FA1A,7F.01,1082
FA1A,7F.01,1102
FA1A,7F.01,1104
FA1A,7F.01,1105
FA1A,7F.01,1112
FA1A,7F.01,1153
FA1A,7F.01,1154
FA1A,7F.01,1605
FA1A,7F.01,969D
FA1A,7F.01,A004
FA1A,7F.01,A005
FA1A,7F.01,A006
FA1A,7F.01,A014
FA1A,7F.01,A019
FA1A,7F.01,A035
FA1A,7F.01,A053
FA1A,7F.01,A068
FA1A,7F.01,A210
FA1A,7F.01,A210
FA1A,7F.01,A245
FA1A,7F.01,A268
FA1A,7F.01,E007
FA1A,7F.01,E037
FA1A,7FA.01,0017
FA1A,7FA.01,0417
FA1A,7FA.01,0418
FA1A,7FA.01,0420
FA1A,7FA.01,0424
FA1A,7FA.01,0425
FA1A,7FA.01,0434
FA1A,7FA.01,0462
FA1A,7FA.01,0477
FA1A,7FA.01,0508
FA1A,7FA.01,0510
FA1A,7FA.01,0511
FA1A,7FA.01,0512
FA1A,7FA.01,0513
FA1A,7FA.01,0516
FA1A,7FA.01,0533
FA1A,7FA.01,0566
FA1A,7FA.01,0570
FA1A,7FA.01,0601
FA1A,7FA.01,0607
FA1A,7FA.01,0611
FA1A,7FA.01,0613
FA1A,7FA.01,0910
FA1A,7FA.01,0918
FA1A,7FA.01,0922
FA1A,7FA.01,0965
FA1A,7FA.01,0983
FA1A,7FA.01,0992
FA1A,7FA.01,1003
FA1A,7FA.01,1047
FA1A,7FA.01,1070
FA1A,7FA.01,969D
FA1A,7FA.01,A053
FA1A,7FA.01,A210
FA1A,7FA.02,0017
FA1A,7FA.02,0132
FA1A,7FA.02,0331
FA1A,7FA.02,0416
FA1A,7FA.02,0417
FA1A,7FA.02,0418
FA1A,7FA.02,0420
FA1A,7FA.02,0422
FA1A,7FA.02,0424
FA1A,7FA.02,0425
FA1A,7FA.02,0427
FA1A,7FA.02,0434
FA1A,7FA.02,0436
FA1A,7FA.02,0442
FA1A,7FA.02,0453
FA1A,7FA.02,0462
FA1A,7FA.02,0477
FA1A,7FA.02,0479
FA1A,7FA.02,0480
FA1A,7FA.02,0508
FA1A,7FA.02,0510
FA1A,7FA.02,0511
FA1A,7FA.02,0512
FA1A,7FA.02,0513
FA1A,7FA.02,0516
FA1A,7FA.02,0533
FA1A,7FA.02,0538
FA1A,7FA.02,0566
FA1A,7FA.02,0570
FA1A,7FA.02,0601
FA1A,7FA.02,0606
FA1A,7FA.02,0607
FA1A,7FA.02,0611
FA1A,7FA.02,0613
FA1A,7FA.02,0637
FA1A,7FA.02,0701
FA1A,7FA.02,0703
FA1A,7FA.02,0901
FA1A,7FA.02,0904
FA1A,7FA.02,0908
FA1A,7FA.02,0910
FA1A,7FA.02,0915
FA1A,7FA.02,0918
FA1A,7FA.02,0920
FA1A,7FA.02,0922
FA1A,7FA.02,0923
FA1A,7FA.02,0924
FA1A,7FA.02,0926
FA1A,7FA.02,0932
FA1A,7FA.02,0956
FA1A,7FA.02,0961
FA1A,7FA.02,0965
FA1A,7FA.02,0968
FA1A,7FA.02,0969
FA1A,7FA.02,0983
FA1A,7FA.02,0991
FA1A,7FA.02,0992
FA1A,7FA.02,1003
FA1A,7FA.02,1013
FA1A,7FA.02,1026
FA1A,7FA.02,1027
FA1A,7FA.02,1047
FA1A,7FA.02,1070
FA1A,7FA.02,1075
FA1A,7FA.02,1082
FA1A,7FA.02,1102
FA1A,7FA.02,1104
FA1A,7FA.02,1105
FA1A,7FA.02,1112
FA1A,7FA.02,1153
FA1A,7FA.02,1154
FA1A,7FA.02,1605
FA1A,7FA.02,969D
FA1A,7FA.02,A004
FA1A,7FA.02,A005
FA1A,7FA.02,A006
FA1A,7FA.02,A014
FA1A,7FA.02,A019
FA1A,7FA.02,A035
FA1A,7FA.02,A053
FA1A,7FA.02,A068
FA1A,7FA.02,A210
FA1A,7FA.02,A210
FA1A,7FA.02,A245
FA1A,7FA.02,A268
FA1A,7FA.02,E007
FA1A,7FA.02,E037
FA1A,7FA.03,0017
FA1A,7FA.03,0132
FA1A,7FA.03,0331
FA1A,7FA.03,0416
FA1A,7FA.03,0417
FA1A,7FA.03,0418
FA1A,7FA.03,0420
FA1A,7FA.03,0422
FA1A,7FA.03,0424
FA1A,7FA.03,0425
FA1A,7FA.03,0427
FA1A,7FA.03,0434
FA1A,7FA.03,0436
FA1A,7FA.03,0442
FA1A,7FA.03,0453
FA1A,7FA.03,0462
FA1A,7FA.03,0477
FA1A,7FA.03,0479
FA1A,7FA.03,0480
FA1A,7FA.03,0508
FA1A,7FA.03,0510
FA1A,7FA.03,0511
FA1A,7FA.03,0512
FA1A,7FA.03,0513
FA1A,7FA.03,0516
FA1A,7FA.03,0533
FA1A,7FA.03,0538
FA1A,7FA.03,0566
FA1A,7FA.03,0570
FA1A,7FA.03,0601
FA1A,7FA.03,0606
FA1A,7FA.03,0607
FA1A,7FA.03,0611
FA1A,7FA.03,0613
FA1A,7FA.03,0637
FA1A,7FA.03,0701
FA1A,7FA.03,0703
FA1A,7FA.03,0901
FA1A,7FA.03,0904
FA1A,7FA.03,0908
FA1A,7FA.03,0910
FA1A,7FA.03,0915
FA1A,7FA.03,0918
FA1A,7FA.03,0920
FA1A,7FA.03,0922
FA1A,7FA.03,0923
FA1A,7FA.03,0924
FA1A,7FA.03,0926
FA1A,7FA.03,0932
FA1A,7FA.03,0956
FA1A,7FA.03,0961
FA1A,7FA.03,0965
FA1A,7FA.03,0968
FA1A,7FA.03,0969
FA1A,7FA.03,0983
FA1A,7FA.03,0991
FA1A,7FA.03,0992
FA1A,7FA.03,1003
FA1A,7FA.03,1013
FA1A,7FA.03,1026
FA1A,7FA.03,1027
FA1A,7FA.03,1047
FA1A,7FA.03,1070
FA1A,7FA.03,1075
FA1A,7FA.03,1082
FA1A,7FA.03,1102
FA1A,7FA.03,1104
FA1A,7FA.03,1105
FA1A,7FA.03,1112
FA1A,7FA.03,1153
FA1A,7FA.03,1154
FA1A,7FA.03,1605
FA1A,7FA.03,969D
FA1A,7FA.03,A004
FA1A,7FA.03,A005
FA1A,7FA.03,A006
FA1A,7FA.03,A014
FA1A,7FA.03,A019
FA1A,7FA.03,A035
FA1A,7FA.03,A053
FA1A,7FA.03,A068
FA1A,7FA.03,A210
FA1A,7FA.03,A210
FA1A,7FA.03,A245
FA1A,7FA.03,A268
FA1A,7FA.03,E007
FA1A,7FA.03,E037
FA1A,91A,0017
FA1A,91A,0132
FA1A,91A,0331
FA1A,91A,0416
FA1A,91A,0417
FA1A,91A,0418
FA1A,91A,0420
FA1A,91A,0422
FA1A,91A,0424
FA1A,91A,0425
FA1A,91A,0427
FA1A,91A,0434
FA1A,91A,0436
FA1A,91A,0442
FA1A,91A,0453
FA1A,91A,0462
FA1A,91A,0477
FA1A,91A,0479
FA1A,91A,0480
FA1A,91A,0508
FA1A,91A,0510
FA1A,91A,0511
FA1A,91A,0512
FA1A,91A,0513
FA1A,91A,0516
FA1A,91A,0533
FA1A,91A,0538
FA1A,91A,0566
FA1A,91A,0570
FA1A,91A,0601
FA1A,91A,0606
FA1A,91A,0607
FA1A,91A,0613
FA1A,91A,0637
FA1A,91A,0701
FA1A,91A,0703
FA1A,91A,0901
FA1A,91A,0904
FA1A,91A,0908
FA1A,91A,0910
FA1A,91A,0915
FA1A,91A,0918
FA1A,91A,0920
FA1A,91A,0922
FA1A,91A,0923
FA1A,91A,0924
FA1A,91A,0926
FA1A,91A,0932
FA1A,91A,0956
FA1A,91A,0961
FA1A,91A,0965
FA1A,91A,0968
FA1A,91A,0969
FA1A,91A,0983
FA1A,91A,0991
FA1A,91A,0992
FA1A,91A,1003
FA1A,91A,1013
FA1A,91A,1026
FA1A,91A,1027
FA1A,91A,1047
FA1A,91A,1070
FA1A,91A,1075
FA1A,91A,1082
FA1A,91A,1102
FA1A,91A,1104
FA1A,91A,1105
FA1A,91A,1112
FA1A,91A,1153
FA1A,91A,1154
FA1A,91A,1605
FA1A,91A,969D
FA1A,91A,A004
FA1A,91A,A005
FA1A,91A,A006
FA1A,91A,A014
FA1A,91A,A019
FA1A,91A,A035
FA1A,91A,A053
FA1A,91A,A068
FA1A,91A,A210
FA1A,91A,A210
FA1A,91A,A245
FA1A,91A,A268
FA1A,91A,E007
FA1A,91A,E037
FA1A,91B,0017
FA1A,91B,0132
FA1A,91B,0331
FA1A,91B,0416
FA1A,91B,0417
FA1A,91B,0418
FA1A,91B,0420
FA1A,91B,0422
FA1A,91B,0424
FA1A,91B,0425
FA1A,91B,0427
FA1A,91B,0434
FA1A,91B,0436
FA1A,91B,0442
FA1A,91B,0453
FA1A,91B,0462
FA1A,91B,0477
FA1A,91B,0479
FA1A,91B,0480
FA1A,91B,0508
FA1A,91B,0510
FA1A,91B,0511
FA1A,91B,0512
FA1A,91B,0513
FA1A,91B,0516
FA1A,91B,0533
FA1A,91B,0538
FA1A,91B,0566
FA1A,91B,0570
FA1A,91B,0601
FA1A,91B,0606
FA1A,91B,0607
FA1A,91B,0611
FA1A,91B,0613
FA1A,91B,0637
FA1A,91B,0701
FA1A,91B,0703
FA1A,91B,0901
FA1A,91B,0904
FA1A,91B,0908
FA1A,91B,0910
FA1A,91B,0915
FA1A,91B,0918
FA1A,91B,0920
FA1A,91B,0922
FA1A,91B,0923
FA1A,91B,0924
FA1A,91B,0926
FA1A,91B,0932
FA1A,91B,0956
FA1A,91B,0961
FA1A,91B,0965
FA1A,91B,0968
FA1A,91B,0969
FA1A,91B,0983
FA1A,91B,0991
FA1A,91B,0992
FA1A,91B,1003
FA1A,91B,1013
FA1A,91B,1026
FA1A,91B,1027
FA1A,91B,1047
FA1A,91B,1070
FA1A,91B,1075
FA1A,91B,1082
FA1A,91B,1102
FA1A,91B,1104
FA1A,91B,1105
FA1A,91B,1112
FA1A,91B,1153
FA1A,91B,1154
FA1A,91B,1605
FA1A,91B,969D
FA1A,91B,A004
FA1A,91B,A005
FA1A,91B,A006
FA1A,91B,A014
FA1A,91B,A019
FA1A,91B,A035
FA1A,91B,A053
FA1A,91B,A068
FA1A,91B,A210
FA1A,91B,A210
FA1A,91B,A245
FA1A,91B,A268
FA1A,91B,E007
FA1A,91B,E037
FA1A,91E,0017
FA1A,91E,0132
FA1A,91E,0331
FA1A,91E,0416
FA1A,91E,0417
FA1A,91E,0418
FA1A,91E,0420
FA1A,91E,0422
FA1A,91E,0424
FA1A,91E,0425
FA1A,91E,0427
FA1A,91E,0434
FA1A,91E,0436
FA1A,91E,0442
FA1A,91E,0453
FA1A,91E,0462
FA1A,91E,0477
FA1A,91E,0479
FA1A,91E,0480
FA1A,91E,0508
FA1A,91E,0510
FA1A,91E,0511
FA1A,91E,0512
FA1A,91E,0513
FA1A,91E,0516
FA1A,91E,0533
FA1A,91E,0538
FA1A,91E,0566
FA1A,91E,0570
FA1A,91E,0601
FA1A,91E,0606
FA1A,91E,0607
FA1A,91E,0611
FA1A,91E,0613
FA1A,91E,0637
FA1A,91E,0701
FA1A,91E,0703
FA1A,91E,0901
FA1A,91E,0904
FA1A,91E,0908
FA1A,91E,0910
FA1A,91E,0914
FA1A,91E,0915
FA1A,91E,0918
FA1A,91E,0920
FA1A,91E,0922
FA1A,91E,0923
FA1A,91E,0924
FA1A,91E,0926
FA1A,91E,0932
FA1A,91E,0956
FA1A,91E,0961
FA1A,91E,0963
FA1A,91E,0965
FA1A,91E,0968
FA1A,91E,0969
FA1A,91E,0983
FA1A,91E,0991
FA1A,91E,0992
FA1A,91E,0994
FA1A,91E,1003
FA1A,91E,1013
FA1A,91E,1026
FA1A,91E,1027
FA1A,91E,1047
FA1A,91E,1070
FA1A,91E,1075
FA1A,91E,1082
FA1A,91E,1102
FA1A,91E,1104
FA1A,91E,1105
FA1A,91E,1112
FA1A,91E,1153
FA1A,91E,1154
FA1A,91E,1605
FA1A,91E,969D
FA1A,91E,A004
FA1A,91E,A005
FA1A,91E,A006
FA1A,91E,A014
FA1A,91E,A019
FA1A,91E,A035
FA1A,91E,A053
FA1A,91E,A068
FA1A,91E,A210
FA1A,91E,A210
FA1A,91E,A245
FA1A,91E,A268
FA1A,91E,E007
FA1A,91E,E037
FA1A,91EC,0017
FA1A,91EC,0132
FA1A,91EC,0331
FA1A,91EC,0416
FA1A,91EC,0417
FA1A,91EC,0418
FA1A,91EC,0420
FA1A,91EC,0422
FA1A,91EC,0424
FA1A,91EC,0425
FA1A,91EC,0427
FA1A,91EC,0434
FA1A,91EC,0436
FA1A,91EC,0442
FA1A,91EC,0453
FA1A,91EC,0462
FA1A,91EC,0477
FA1A,91EC,0479
FA1A,91EC,0480
FA1A,91EC,0508
FA1A,91EC,0510
FA1A,91EC,0511
FA1A,91EC,0512
FA1A,91EC,0513
FA1A,91EC,0516
FA1A,91EC,0533
FA1A,91EC,0538
FA1A,91EC,0566
FA1A,91EC,0570
FA1A,91EC,0601
FA1A,91EC,0606
FA1A,91EC,0607
FA1A,91EC,0611
FA1A,91EC,0613
FA1A,91EC,0637
FA1A,91EC,0701
FA1A,91EC,0703
FA1A,91EC,0901
FA1A,91EC,0904
FA1A,91EC,0908
FA1A,91EC,0910
FA1A,91EC,0915
FA1A,91EC,0918
FA1A,91EC,0920
FA1A,91EC,0922
FA1A,91EC,0923
FA1A,91EC,0924
FA1A,91EC,0926
FA1A,91EC,0932
FA1A,91EC,0956
FA1A,91EC,0961
FA1A,91EC,0965
FA1A,91EC,0968
FA1A,91EC,0969
FA1A,91EC,0983
FA1A,91EC,0991
FA1A,91EC,0992
FA1A,91EC,1003
FA1A,91EC,1013
FA1A,91EC,1026
FA1A,91EC,1027
FA1A,91EC,1047
FA1A,91EC,1070
FA1A,91EC,1075
FA1A,91EC,1082
FA1A,91EC,1102
FA1A,91EC,1104
FA1A,91EC,1105
FA1A,91EC,1112
FA1A,91EC,1153
FA1A,91EC,1154
FA1A,91EC,1605
FA1A,91EC,969D
FA1A,91EC,A004
FA1A,91EC,A005
FA1A,91EC,A006
FA1A,91EC,A014
FA1A,91EC,A019
FA1A,91EC,A035
FA1A,91EC,A053
FA1A,91EC,A068
FA1A,91EC,A210
FA1A,91EC,A210
FA1A,91EC,A245
FA1A,91EC,A268
FA1A,91EC,E007
FA1A,91EC,E037
FA1A,91H,0017
FA1A,91H,0132
FA1A,91H,0331
FA1A,91H,0416
FA1A,91H,0417
FA1A,91H,0418
FA1A,91H,0420
FA1A,91H,0422
FA1A,91H,0424
FA1A,91H,0425
FA1A,91H,0427
FA1A,91H,0434
FA1A,91H,0436
FA1A,91H,0442
FA1A,91H,0453
FA1A,91H,0462
FA1A,91H,0477
FA1A,91H,0479
FA1A,91H,0480
FA1A,91H,0508
FA1A,91H,0510
FA1A,91H,0511
FA1A,91H,0512
FA1A,91H,0513
FA1A,91H,0516
FA1A,91H,0533
FA1A,91H,0538
FA1A,91H,0566
FA1A,91H,0570
